MonthlyRes_Mean_RN_ERA_Residuals,MonthlyRes_Mean_SM_GLEAM_Residuals,T_CRU_Residuals,P_CRU_Residuals
10.294,-0.022705,0.39307,-98.348
-1.9472,0.008672,2.3646,-27.819
7.008,-0.045971,0.56182,-50.074
-10.248,0.015692,2.6951,79.829
-2.4059,0.019247,2.8285,107.39
-16.475,0.006738,-0.65416,91.2
-8.8175,0.014095,-0.38471,46.384
1.2617,0.025044,0.24654,14.947
-3.2311,0.006621,-0.10485,20.499
4.2875,0.002846,-0.21596,-21.069
7.0497,-0.002102,-0.32152,-1.0736
10.133,-0.024039,-0.99027,-64.142
3.3226,-0.018605,-1.0084,-95.275
1.0679,-0.012092,0.51108,-60.616
-13.983,0.005501,-0.15767,0.99759
6.9527,0.033168,-0.93615,100.3
-1.8786,0.035766,0.2076,74.351
5.6356,0.000649,-1.1591,-89.22
1.895,-0.019565,0.099271,-32.93
4.6479,0.005354,3.6104,58.731
0.14903,0.005034,-1.5091,-29.626
-4.2153,0.004448,0.57983,-4.3184
8.7263,-0.001481,1.3743,-7.3232
-17.136,0.000275,-0.76948,2.5587
7.2019,0.004082,-1.1126,-12.149
4.4625,0.013617,-1.2431,28.56
1.236,0.024034,0.48811,-32.927
3.2534,-0.001339,-0.89036,-52.797
-12.776,0.023818,-1.1716,16.801
5.4824,-0.010447,0.53673,-88.92
5.5414,-0.051106,1.4201,-91.48
1.3955,-0.018331,0.85617,28.131
-7.5872,0.000457,0.63673,57.499
-5.679,0.000518,1.2756,29.007
-1.5888,-0.000394,0.79506,25.952
-0.7123,0.00307,1.9013,52.634
8.9859,0.002161,0.58321,-50.349
-23.674,0.014551,0.052652,13.21
9.2432,-0.033502,1.3339,-87.477
-10.567,0.00624,1.0554,-6.9719
-4.81,0.025949,-0.20082,161.1
7.206,0.029808,-1.4675,-61.595
5.2653,0.018281,-0.43415,-60.68
-4.3469,0.012467,-0.14804,51.282
-1.7725,0.006957,-2.1175,-27.95
0.18797,0.004015,-1.4286,46.382
2.1896,0.00497,-0.55915,11.327
5.0757,-0.007332,-1.4529,16.984
3.8336,0.010821,0.829,-17.349
-1.9289,0.011043,-0.80156,-5.2647
4.8671,-0.013573,-2.1703,-73.326
-15.666,0.016688,0.47622,68.803
-9.0966,0.039797,0.64497,222.35
8.5733,0.018682,-0.1717,-36.745
-4.1955,0.021871,-1.2384,-32.429
-3.1174,0.010402,0.69775,84.232
-9.685,0.008265,-1.6217,54.475
0.78945,0.005332,-0.63281,7.0575
2.7708,0.001383,-2.5384,-49.647
-6.7037,0.000375,-0.48212,30.385
-0.7043,-0.01045,0.17478,10.702
12.045,-0.01282,1.7692,-43.889
1.5185,-0.046968,0.70048,-75.326
-2.5204,-0.044067,0.29701,-51.571
-3.9727,-0.059029,0.69076,-50.348
-6.9259,-0.047664,-0.37591,111.51
0.63017,0.01498,-0.69258,11.071
5.89,0.00325,0.36853,58.407
4.818,-0.001118,0.79909,5.9252
2.574,-0.001555,0.46298,4.7829
-11.096,0.002132,-0.56758,20.953
-6.6655,0.001607,0.63867,-21.315
-0.58966,-0.003719,-0.60443,5.9019
-16.135,0.017343,-0.30998,191.74
10.949,-0.006015,-0.078735,-88.026
-3.5039,-0.047995,1.0178,-9.721
-1.6547,-0.030491,0.036543,-95.222
7.2165,-0.007678,-1.3301,14.281
-9.3226,0.010803,0.95321,106.42
-2.9888,0.006137,-0.060679,76.507
-2.4602,0.002696,2.9199,-27.824
1.6013,-0.002928,0.83377,-47.742
-7.2818,-4e-05,0.17821,12.053
-7.5332,-0.002278,0.88446,8.8602
6.2058,0.002892,-0.10864,-83.773
-9.3443,0.013654,0.6358,-32.964
-3.6543,0.03504,-0.93295,16.224
0.70154,-0.01134,0.013581,-19.096
5.8694,0.00403,0.63233,-76.822
-1.5987,-0.024659,0.71566,58.181
-0.25479,0.021879,0.374,37.122
-0.73614,0.010833,-2.7899,-9.8672
7.3223,-0.001506,-0.80934,-61.374
-4.0889,0.004419,2.6046,61.858
-6.6102,0.007943,-0.801,66.379
9.148,0.004015,-1.4198,7.6856
22.72,-0.009788,-0.91285,-69.772
18.146,-0.005314,0.23159,-43.763
8.4685,-0.014908,1.5128,-49.7
-18.289,0.055634,-0.16563,145.25
9.5558,0.016373,-0.82188,-91.397
6.8651,0.003838,2.3365,-6.2933
8.1019,0.009261,-1.6552,-90.853
0.86492,-0.003523,-3.2691,-114.37
2.2428,-0.022725,-2.2385,-40.724
1.1162,-0.004689,-0.49966,-24.541
1.6444,0.004942,0.14479,10.554
-1.074,0.006107,-0.82396,56.111
3.9452,-0.020817,-0.44207,-36.572
3.2696,0.001908,0.15238,28.687
-0.70671,0.017955,1.5586,10.625
4.5973,-0.053395,1.4302,-68.495
12.258,-0.10072,2.0489,-144.2
-2.2225,-0.095926,0.10724,-62.418
6.0213,-0.073274,0.91557,-16.978
6.036,-0.054037,-0.023315,-82.667
4.3974,-0.06421,0.03224,-66.474
4.2992,-0.063329,-1.0539,-45.666
0.31416,-0.031251,1.2906,26.204
2.567,-0.014338,-1.0782,-72.314
3.8427,0.008048,1.6037,77.803
-7.9751,0.019454,0.87317,66.537
-6.0924,0.041052,-1.8956,82.175
5.8656,-0.010892,1.2509,-18.745
-37.132,0.022649,-0.23031,156.88
-14.836,0.041376,-1.047,157.78
-7.8843,0.027371,0.83636,62.498
3.6872,0.011361,-0.67753,-52.566
3.8882,0.003331,-1.522,-77.348
2.4622,-0.011602,-0.95808,-44.691
9.5427,-0.025082,2.0864,-52.195
1.4135,-0.007303,-0.98239,-27.814
-4.045,0.008351,-0.32549,9.7535
1.7547,0.001134,-1.131,-37.838
-7.1561,0.042561,0.4002,54.901
9.8827,0.026553,-1.3783,42.181
14.394,-0.010088,-0.10952,-118.37
1.7783,-0.046287,1.0738,-73.492
-4.7669,-0.0088,0.23215,96.423
0.61663,0.012233,2.1433,20.234
-5.6729,0.008573,0.32382,52.852
-1.811,0.004594,-0.4873,46.51
0.55527,-0.003573,0.83215,-37.345
0.18347,0.004449,1.7884,-41.963
15.194,-0.003017,-0.2797,-69.546
10.133,-0.021303,-1.3853,-53.812
8.1144,-0.038143,0.020993,39.576
9.4471,0.007609,-0.95748,-43.544
-6.0569,-3.5e-05,0.56127,30.754
-9.1549,0.02064,0.2946,20.608
-2.4024,0.019247,-0.22206,135.95
-6.7433,0.014601,0.064048,28.034
-2.9731,0.009868,1.1946,40.327
0.61988,0.004801,-2.4665,-15.29
7.5145,-0.002063,-0.72206,-28.82
2.3469,-0.000258,-0.19081,-16.963
-9.3876,0.002492,0.66609,92.354
-15.939,0.018522,-0.73947,33.463
-3.3603,0.031997,-0.30822,45.051
-16.267,0.049396,0.31331,69.131
2.6606,0.029307,-1.1929,-75.995
5.6806,0.015731,0.49039,-52.692
-0.62164,0.006754,1.2487,-20.426
