max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
160.36,0.43306,0.54358,31.364
145.35,0.45525,0.4783,35.467
160.39,0.4516,1.554,45.842
149.04,0.45798,0.17552,31.477
157.2,0.45818,0.46302,29.139
174.58,0.39415,-0.35503,9.3244
180.14,0.388,-0.38281,27.597
173.59,0.39515,0.58802,26.311
130.53,0.44971,-0.066839,22.864
145.37,0.4224,0.094967,34.651
173.86,0.41126,0.34983,56.114
181.17,0.40474,-0.33559,38.85
193.37,0.3402,0.074817,15.729
173.46,0.39624,0.44704,22.33
181.57,0.42156,-0.18213,25.869
175.57,0.4137,0.27343,56.206
160.24,0.423,-0.89116,30.813
170.72,0.42678,0.30537,46.631
160.6,0.43887,0.21787,50.244
140.9,0.43979,1.0581,21.643
135.16,0.41897,-0.18699,22.305
162.36,0.40293,0.32482,13.304
163.87,0.37129,-0.070322,12.486
178.97,0.3533,-0.45574,24.663
177.6,0.45338,-0.64533,43.534
172.39,0.45659,0.47689,34.116
167.05,0.45857,-0.002278,33.787
160.48,0.45666,0.053277,47.91
148.16,0.45866,-0.061306,29.689
158.08,0.45879,0.31022,36.079
133.95,0.45879,-0.15228,39.132
135.78,0.45836,-0.537,11.847
136.91,0.45326,0.76786,10.33
129.41,0.44594,-0.19533,12.262
165.4,0.44596,0.18453,14.866
158.95,0.44925,-0.17589,31.464
172.97,0.35114,0.68452,18.857
179.35,0.3803,-0.19326,28.099
170.75,0.42106,0.70257,37.379
170.41,0.45838,0.63313,42.571
162.96,0.45851,1.1435,41.373
179.84,0.45847,0.36507,34.132
153.81,0.4566,0.97757,18.883
137.53,0.45379,1.0678,30.62
142.54,0.43797,-1.2523,26.972
140.19,0.42135,0.084516,9.7879
155.0,0.40004,-0.23562,18.076
190.37,0.37471,-0.39604,14.417
182.19,0.44293,1.2144,38.117
160.33,0.45731,-0.91341,32.68
168.09,0.45871,0.68242,69.963
175.82,0.45875,0.11298,37.289
151.35,0.45876,-0.076606,29.183
165.93,0.45876,-0.005078,39.452
135.29,0.45876,-0.16758,59.512
136.04,0.45824,0.2477,39.412
128.28,0.457,0.12756,20.142
156.15,0.44588,-0.26063,6.1744
195.79,0.4211,-0.73077,27.492
181.73,0.41176,0.05881,33.412
186.71,0.39444,0.74422,28.239
163.08,0.43185,0.16644,46.016
168.58,0.44672,0.66227,37.325
173.06,0.45862,0.86783,63.998
160.07,0.45873,0.27824,41.722
164.15,0.45869,0.22477,55.142
155.19,0.45862,0.23727,63.68
128.97,0.45753,0.87755,32.335
160.03,0.45393,0.55741,4.3657
147.75,0.42338,1.1442,6.79
164.33,0.40005,-0.12592,21.548
170.27,0.39655,0.41366,18.792
174.65,0.40256,-0.92593,29.357
175.98,0.44205,-0.65371,54.654
178.62,0.45879,-0.55788,53.488
190.33,0.45851,-0.57732,44.056
179.87,0.45869,-0.016907,40.339
152.99,0.45873,-0.34538,40.974
155.42,0.4586,0.16712,54.097
136.92,0.45855,0.4824,28.324
152.2,0.45276,-0.16274,7.8998
163.21,0.43367,-0.55093,27.186
157.91,0.40304,0.053927,21.025
169.38,0.39564,-0.45649,22.821
186.7,0.37203,0.75392,27.795
175.35,0.4289,0.32614,34.243
172.5,0.45369,0.62197,30.266
181.4,0.45857,-0.097473,35.54
179.99,0.45823,-0.23706,46.235
182.4,0.45506,-0.19053,26.654
144.32,0.45851,0.046971,31.778
154.77,0.45542,-0.61275,14.631
146.8,0.43054,-0.38289,12.516
155.18,0.41018,1.4539,4.8496
175.97,0.37428,-0.66622,8.4196
175.07,0.36063,0.07336,30.279
184.24,0.36009,0.33377,41.558
165.32,0.43256,-0.34401,54.529
167.02,0.45766,-0.27318,67.129
163.63,0.45818,0.082376,30.488
166.38,0.45877,0.41779,46.764
186.79,0.45859,0.71432,43.63
148.16,0.45879,-0.023179,48.391
137.33,0.45752,-0.5079,31.531
148.16,0.45331,-0.50304,4.3135
167.2,0.42317,-0.34123,11.286
176.87,0.39068,1.1886,13.478
