max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
183.42,0.16957,-0.92987,14.281
70.317,0.21793,0.58263,21.012
164.06,0.16446,0.52915,5.8417
132.06,0.16474,1.4139,12.575
96.67,0.17621,0.96804,11.504
175.07,0.20792,1.9555,21.768
174.74,0.19142,1.7423,1.7123
195.75,0.18584,1.3035,9.6739
48.856,0.24284,-0.3014,8.5707
58.956,0.25451,-0.11112,8.2716
88.462,0.25369,0.42429,6.8586
120.77,0.2427,1.0798,0.64874
161.65,0.24226,0.59,10.187
177.35,0.24625,-1.8732,41.985
188.87,0.22379,0.11291,2.8537
187.92,0.17094,3.1796,3.8591
175.65,0.20334,1.9386,34.532
139.67,0.19254,-0.95167,17.611
93.405,0.20564,0.9775,13.095
67.64,0.25118,0.24208,44.97
47.451,0.2691,-0.31695,11.736
61.111,0.29651,-0.02667,21.501
84.779,0.29546,-1.3663,2.6009
135.63,0.27336,1.1143,9.991
151.86,0.1857,-0.32555,6.9627
171.46,0.17452,2.3363,2.8096
176.04,0.16058,1.5974,7.1425
193.4,0.19162,0.88903,13.666
173.56,0.17576,1.4731,9.4316
133.69,0.21207,-0.29222,40.638
105.55,0.206,-0.088049,3.7507
64.4,0.20472,-0.19847,12.641
48.117,0.21136,-1.2825,1.8148
56.772,0.21127,-0.64222,3.7964
80.763,0.21009,2.8182,0.75183
114.56,0.19669,-0.65124,1.6325
165.09,0.27164,0.083905,9.3063
171.27,0.27617,-2.0043,25.42
196.38,0.27769,-0.51818,38.435
181.98,0.17199,-0.57651,10.042
166.71,0.17636,2.4575,11.844
150.09,0.24762,1.7172,103.55
102.76,0.2357,-2.3536,8.5127
70.821,0.30312,0.16099,17.766
52.695,0.30397,-0.89804,11.587
58.268,0.30331,-1.3328,22.929
86.235,0.30559,-0.12234,37.849
127.02,0.30248,0.43321,8.0359
153.96,0.29923,-0.93164,20.854
189.8,0.26734,-0.16984,9.6058
