MonthlyRes_Mean_RN_ERA_Residuals,MonthlyRes_Mean_SM_GLEAM_Residuals,T_CRU_Residuals,P_CRU_Residuals
0.30721,0.13362,-1.503,-4.3709
-2.0755,0.13051,0.79699,0.42356
-0.1497,0.1336,-2.9801,2.3812
0.53125,0.13334,0.078933,-1.982
1.2839,0.13277,1.1463,-0.73755
0.36478,0.1338,2.7144,5.5631
-0.082259,0.13404,-3.619,-7.5355
0.39659,0.13404,0.61018,-1.948
-14.348,0.12454,-0.86482,10.067
-19.89,0.11957,2.0387,33.158
1.2564,0.10407,3.0498,0.9437
-0.94545,0.12436,1.431,4.0638
0.019109,0.13849,-1.3133,-3.4356
0.17403,0.13606,4.9284,1.4658
0.19954,0.13606,-0.44244,2.0033
0.23632,0.13427,9.2444,7.0554
0.43924,0.13429,2.6923,-0.81754
-0.88312,0.13404,0.25131,-0.15574
-1.9163,0.13352,2.1187,0.18871
-0.67518,0.13174,0.34436,0.59982
-9.0033,0.12599,1.6826,-4.3321
-5.1453,0.11939,0.21103,3.8088
1.5236,0.10306,0.57214,-4.005
2.066,0.11458,-0.54661,0.1151
0.010083,0.13946,-4.0159,-9.3343
-0.096501,0.13702,-6.2242,-10.183
-0.096539,0.13702,-0.94507,-3.9455
0.098408,0.13629,-3.1583,-6.8684
0.058251,0.13629,4.4646,-4.0913
-0.67714,0.13603,-2.6013,-7.1295
0.53905,0.13547,3.166,-2.785
0.37563,0.1332,-1.4583,-8.0989
-32.771,0.12726,-1.3951,-6.3059
-7.1615,0.14459,0.3334,0.7601
11.034,0.15758,1.5445,-15.504
3.4323,0.15135,0.42576,5.2664
0.092444,0.054463,1.1815,-7.3581
0.089366,0.056701,6.0231,0.29331
0.072826,0.056735,1.3773,-2.7692
0.69206,0.13725,1.9141,1.0829
0.64262,0.13725,2.337,-0.44003
0.17822,0.13699,3.346,-2.5532
0.39982,0.13643,-1.4616,-6.0838
-1.2718,0.13417,0.6141,-9.2477
3.8722,0.12319,1.0023,-0.70461
5.0156,0.099194,-0.14423,22.711
11.43,0.076509,2.5419,48.247
3.3028,0.056058,1.9481,-7.9824
0.001514,0.004725,0.67884,-0.15683
-0.11004,0.006827,-1.1545,-0.13044
0.050565,0.006863,2.5997,12.132
0.49166,0.056993,5.6615,-0.090854
0.22907,0.05697,0.88439,-2.5888
0.66194,0.056707,-0.30658,-2.027
-0.99438,0.056146,-2.3142,-2.6825
-1.0174,0.05388,1.8865,-5.0964
7.7258,0.046936,0.82467,-2.1784
33.873,0.018467,3.6031,3.9126
-9.4474,-0.000859,-0.085747,5.1237
-1.9499,0.001481,2.5205,12.269
0.085179,-0.006089,1.5762,-2.4556
0.38586,-0.004209,5.0929,9.9708
-0.023776,-0.004212,2.122,-3.9917
-0.26467,0.007097,-3.2912,-4.1396
-0.16278,0.007096,1.3318,4.0125
1.2954,0.006833,-0.15921,4.9993
1.6827,0.006271,0.78315,-3.3813
0.30546,0.004006,-0.74115,-1.6952
4.5921,-0.004143,1.622,-2.0771
-10.048,-0.014317,-1.0245,-9.6611
4.8631,-0.02722,-0.088375,6.55
-2.8837,-0.010196,0.94288,10.37
0.018375,0.004864,3.4236,-2.8043
1.0063,0.005692,0.34025,0.12208
0.73583,0.005694,-2.0306,-0.81542
0.98245,-0.003978,-1.7438,-0.81334
0.095529,-0.00398,3.4541,5.3137
-0.12187,-0.004243,-0.73684,5.9006
-0.98504,-0.004804,-1.2445,6.595
-3.6181,-0.006618,0.081219,-0.84389
-23.568,0.004182,0.59441,28.149
-4.2367,0.021798,1.5229,-2.0599
2.8377,0.005411,-0.141,-9.2988
-0.10996,0.003695,-0.13475,4.1964
0.026666,-0.000669,0.87095,10.572
0.001085,0.000763,-4.4624,0.12334
-0.045305,0.00076,-3.1832,-2.7642
-0.19325,0.005928,-2.8214,4.4129
0.85604,0.005926,-1.8985,-0.635
1.3045,0.005663,-1.3145,7.3018
-0.066221,0.005102,0.8529,-5.6787
-2.6296,0.002836,-1.4964,10.357
-13.869,0.001376,-2.3082,31.175
0.43724,0.008821,0.17026,-7.0586
-2.7618,-0.002167,0.18137,-7.3725
2.5655,-0.011003,0.43762,-7.9274
0.39059,0.002834,-0.80668,13.248
-0.051912,0.00261,0.75999,-7.4504
0.046882,0.002607,6.3642,1.6371
0.45383,0.001017,0.40096,5.7392
-0.026285,0.000994,1.7989,4.9163
1.264,0.000732,-0.59209,2.9031
-0.68411,0.00017,-2.4747,9.7975
3.4156,-0.002095,0.47596,-10.541
8.0404,-0.007594,2.2392,5.2517
-1.5875,-0.009215,-0.13237,-5.2074
3.3981,-0.009307,-0.49626,-19.121
-2.216,-0.010448,1.41,26.724
0.15636,0.016078,-1.6593,-1.4755
0.80715,0.01364,-4.8426,-3.4991
0.13193,0.013637,1.0615,-2.6866
-0.29122,0.002841,0.24833,-2.1846
1.811,0.002839,4.1213,-1.3075
0.71584,0.002576,3.1303,3.7543
1.4991,0.002015,-0.90236,-0.051231
2.9591,0.0058,0.79833,-2.0401
-8.4105,0.008737,-2.9385,1.7279
-14.393,0.010259,-2.31,10.319
-12.095,0.021399,-1.6239,29.555
0.1361,0.02004,-1.3176,4.0752
-0.057165,-0.037559,-0.11193,-2.1243
-0.15351,-0.035907,-4.8953,-6.2229
0.43041,-0.035909,-2.6161,2.1396
0.38749,0.013871,-1.3543,1.2667
0.23122,0.013869,0.018622,0.043777
-0.063627,0.013606,6.6027,4.0306
-1.1421,0.013045,2.895,10.3
4.087,0.020944,1.9457,22.436
43.868,0.02008,2.7339,4.5292
13.125,-0.010148,-0.96263,18.395
12.365,-0.019801,0.19848,-1.8687
2.4999,-0.032017,0.15473,-12.249
0.10239,-0.068509,-2.1896,0.42698
0.007699,-0.068086,0.30211,-1.9466
-0.26207,-0.068089,3.3063,1.7909
-0.091338,-0.035675,-1.1069,-4.782
0.81829,-0.035677,-3.084,-2.03
0.053503,-0.03594,0.025022,3.0568
-1.5257,-0.036501,-0.83262,7.0263
0.98872,-0.038766,-0.25692,3.9624
0.86541,-0.044957,-1.2937,-4.7195
27.781,-0.057468,3.2597,1.4714
5.296,-0.060247,0.82086,30.708
6.7416,-0.066643,2.6771,-6.8973
-0.025941,-0.081824,-3.4422,1.4032
-0.16777,-0.083103,-4.0505,-4.0704
0.39094,-0.083106,-0.34636,-1.5329
-0.037895,-0.067831,1.1654,-1.8058
1.2629,-0.067854,-0.31163,-3.9537
0.76659,-0.068117,1.9224,4.8831
-0.11307,-0.068678,-1.2852,-1.7475
0.97259,-0.070944,0.99045,-1.1113
-10.053,-0.074751,-0.82136,2.0817
5.085,-0.074104,-0.51788,-6.8773
8.3708,-0.079165,0.29323,-9.9912
1.0378,-0.08081,-2.3505,-4.3211
-0.062797,-0.092286,-1.5198,-8.3955
0.075251,-0.093649,-0.003151,1.1309
0.087141,-0.093645,6.101,0.36838
0.5331,-0.082872,4.1628,2.3705
0.4268,-0.082874,2.2607,-0.70245
-0.75955,-0.083137,2.1698,4.2844
-1.0999,-0.083698,-0.91287,10.879
0.78879,-0.085964,0.98782,-3.8851
3.3846,-0.092148,0.45102,-6.542
-9.0665,-0.089039,-0.32051,-10.651
-2.7149,-0.085432,-0.8844,2.785
2.2702,-0.08582,0.89685,-7.6948
0.025408,-0.10412,3.0776,6.0308
0.13025,-0.10503,-1.0558,-1.7929
0.17439,-0.10503,1.4984,3.2446
0.011745,-0.093411,-4.9648,-2.8283
0.28845,-0.093413,-2.2919,-2.3262
1.8972,-0.093676,1.7671,-2.5144
1.0955,-0.094237,-1.5905,-4.4199
-2.208,-0.096377,-0.78981,2.0162
-5.412,-0.095576,-0.97661,13.459
5.0307,-0.097461,0.22686,15.75
-5.9089,-0.093639,-1.362,0.66131
4.1278,-0.09805,-0.15578,-1.7436
