max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
200.43,0.19071,0.67942,6.2833
62.254,0.27579,0.85511,4.8628
174.5,0.18034,0.20858,12.257
149.85,0.18843,2.2037,14.765
100.06,0.25783,-0.81503,27.884
167.54,0.24443,0.62733,14.469
191.14,0.21886,-0.16781,7.1006
197.19,0.2077,0.068999,10.873
37.415,0.29257,-0.13656,23.914
43.442,0.30362,-0.1185,13.458
80.769,0.30234,0.97872,2.1268
122.77,0.27243,1.528,5.0312
155.18,0.25968,0.087308,11.91
186.59,0.24883,0.042169,14.254
204.99,0.23051,-0.52103,27.076
195.2,0.2604,-1.1106,26.027
197.56,0.26211,0.79356,12.636
158.72,0.23882,-0.7613,13.757
98.246,0.30368,-0.10505,18.988
59.136,0.31552,1.5151,11.28
31.54,0.31823,-0.37658,15.793
49.593,0.31973,0.79147,2.8063
79.967,0.31498,1.3137,2.0633
123.89,0.29671,0.388,0.15344
165.13,0.3082,-1.0527,7.2732
179.84,0.27369,-1.7479,3.3371
210.19,0.23193,0.68895,10.85
206.64,0.25128,1.0244,23.437
186.6,0.25219,-0.77147,7.8572
144.23,0.21113,0.69867,5.0469
93.534,0.26293,1.5049,21.694
54.543,0.28538,2.2251,28.292
33.052,0.3091,-1.0916,8.1495
52.037,0.32274,-0.87355,10.243
78.107,0.32274,0.27367,18.595
116.34,0.31216,0.44798,6.1105
148.59,0.31571,0.20726,8.3412
194.88,0.29156,1.4621,6.0721
191.9,0.24309,1.5989,8.9885
217.11,0.22085,0.25934,19.114
187.13,0.21742,0.13851,9.7195
152.29,0.30961,-0.44135,63.407
104.49,0.32064,0.1649,18.078
61.19,0.33688,-0.51496,20.795
39.241,0.33793,-2.3816,6.9545
53.435,0.33566,-0.48858,2.5839
74.169,0.32848,-0.41635,14.914
126.05,0.32697,-0.34205,14.295
164.38,0.33033,0.44223,41.305
197.37,0.31667,-0.92791,17.946
196.12,0.27821,-2.8911,11.289
201.62,0.2216,0.61932,10.904
182.59,0.2425,-0.55152,34.835
146.73,0.2612,-0.88138,17.932
98.411,0.29438,-0.77513,27.55
53.73,0.3142,-1.13,27.848
37.682,0.32056,-2.9467,14.325
49.992,0.32383,-1.1286,14.701
88.276,0.32227,-1.1564,5.1328
136.18,0.32752,0.067927,16.357
151.83,0.25566,-1.8228,18.692
185.8,0.26592,0.63207,24.394
198.74,0.22167,0.24387,20.406
215.08,0.25046,-1.5207,10.733
186.69,0.24154,-0.24154,23.96
157.7,0.24467,-0.5964,26.032
103.89,0.23674,-0.59015,4.0837
60.324,0.22291,0.47999,4.3929
33.547,0.24576,1.2133,8.5333
42.092,0.30336,1.0064,23.196
83.769,0.30173,0.5286,0.31658
130.62,0.26406,1.2279,3.8233
159.65,0.24239,-0.38782,19.78
185.9,0.23321,0.092044,9.7519
193.21,0.19702,0.47885,18.79
215.34,0.21396,-0.48573,11.296
184.04,0.19144,-0.056568,6.5674
151.16,0.18561,-1.6614,7.8525
101.0,0.18966,0.44482,5.9803
63.878,0.19053,-0.18504,5.9554
35.638,0.20717,0.82329,9.0744
48.553,0.2291,1.4663,13.93
72.22,0.25313,-0.53643,14.607
121.82,0.25539,-0.087123,5.2321
157.44,0.27769,-0.15284,9.7282
179.03,0.24355,0.15202,6.9538
195.69,0.20676,-0.71118,10.942
205.27,0.19046,0.89924,5.0432
184.73,0.22328,0.97841,14.963
147.56,0.26196,-0.55145,51.425
107.22,0.25093,1.1048,20.749
55.403,0.25847,-1.5501,2.6833
34.024,0.269,1.4333,5.71
44.667,0.27635,1.6763,3.1342
87.208,0.30621,-0.57645,12.967
115.77,0.2921,-1.1521,17.526
164.53,0.27871,-1.5929,7.768
187.24,0.23334,1.662,9.3783
194.39,0.19264,1.0988,2.422
199.25,0.18876,-1.0408,4.4586
185.4,0.23073,-0.086618,18.484
132.59,0.28398,-0.091479,28.578
100.7,0.25781,-1.0602,13.193
63.951,0.26435,-1.6401,1.0919
33.17,0.26878,0.46824,5.1529
48.362,0.28731,-2.2387,14.397
78.518,0.27925,-0.74148,6.1116
126.83,0.27307,-0.64217,29.058
172.17,0.25485,0.24211,6.1699
185.53,0.22261,0.94697,17.817
199.77,0.21156,2.1588,12.187
194.24,0.1802,0.71919,13.824
182.71,0.19421,1.2984,15.601
146.0,0.20987,-0.006504,11.92
