MonthlyRes_Mean_RN_ERA_Residuals,MonthlyRes_Mean_SM_GLEAM_Residuals,T_CRU_Residuals,P_CRU_Residuals
18.241,-0.041178,-0.066778,-90.106
-3.6891,0.012128,0.095722,2.3548
0.46993,-0.047614,0.078361,81.302
-2.5578,0.024013,0.16378,8.9187
1.4317,0.014533,0.16725,-6.5896
5.2731,0.002926,-0.40497,-11.26
4.148,0.018216,-0.2765,-24.581
-1.973,0.006112,-0.28414,21.49
-3.1959,0.01482,-1.1959,2.7368
-2.2664,0.014202,-0.66122,2.7368
-0.97796,0.012681,-0.67233,2.9583
-3.2415,0.007873,-0.13206,3.9868
-2.6635,0.013707,-0.11527,-2.362
-0.62726,0.011982,0.2632,-0.30784
9.6467,0.010586,0.55556,-18.386
13.249,0.013136,-0.17708,6.5679
-19.345,0.027008,-0.23194,52.5
-13.764,0.050686,-0.44652,11.867
2.2499,0.039458,-0.49305,-19.416
-0.59528,0.029918,-1.1396,1.9783
-2.187,0.033012,-0.98124,2.5602
-1.9446,0.027181,-0.39652,2.5602
-0.7145,0.022098,0.49237,3.1817
0.80242,0.014992,-0.54235,-0.26479
-1.6907,0.008095,-0.77557,-4.0636
-3.0709,0.018872,-0.8971,18.316
6.0744,0.047931,0.27027,63.337
12.675,0.016578,0.012627,-75.859
6.3929,0.023332,0.15777,1.1989
8.2654,0.028519,0.59318,-43.859
-4.713,0.0282,0.021655,7.6573
-3.1017,0.029293,-0.42487,1.7267
-3.5549,0.027588,0.35846,2.3836
-1.2635,0.026906,0.19318,2.3836
-0.66457,0.020045,-0.11793,1.7552
-0.9929,0.014181,0.047349,11.209
-2.3437,-0.002607,0.064135,13.36
3.2611,-0.003972,-0.10739,28.739
-1.778,0.021166,2.11,-43.214
7.3808,0.038748,-0.047671,-34.01
23.525,0.020761,0.74747,-73.253
5.8687,-0.032564,0.78288,-103.54
-1.0017,-0.033536,0.53636,13.631
-9.4009,-0.016856,-0.88517,4.1001
-7.1553,-0.006318,0.39816,2.2071
-4.2516,-0.002517,0.90788,2.2071
-4.1534,-0.000201,-1.3032,1.5786
-2.6295,-0.002369,-1.6879,1.5321
-4.2964,0.002568,0.27884,4.0833
3.2661,0.004635,-0.81769,2.8875
14.529,-0.003146,-0.52533,-43.541
13.044,0.021765,0.042032,-35.612
13.424,0.000127,-0.46283,1.0208
2.9134,-0.030593,-0.077413,-12.263
-4.858,0.006633,-0.07394,-10.546
-4.5842,0.007995,0.70453,1.9236
-2.7649,0.007804,0.13787,2.0305
-2.1392,0.008638,-0.32741,2.0305
-1.0525,0.004803,-0.26352,1.402
0.49201,0.000386,0.82675,0.28051
-1.5391,-0.006735,-0.10646,21.982
-3.3146,-0.015594,0.32201,-49.339
0.7668,-0.004049,-0.23563,-26.318
2.5938,-0.012432,0.081734,-10.063
-8.3776,0.035347,0.70187,-64.306
9.8293,-0.005794,0.76229,-2.6891
-5.494,-0.017665,-0.18424,-3.1474
-5.1929,-0.00605,-0.20577,2.547
-4.1423,-0.003565,-0.34743,1.8539
-2.9207,-0.001246,0.31229,1.8539
-1.2841,-0.001503,-0.72382,1.2255
-1.7311,-0.003528,0.29146,0.003947
-3.4311,0.023159,-1.5418,86.33
-0.91552,0.052299,-0.63829,68.609
15.9,0.045388,0.22908,-22.944
0.98996,-0.000978,-0.22856,-66.365
-3.9232,0.00112,-0.38342,89.618
-1.1159,0.016913,-0.37301,53.484
1.2382,0.022299,-0.094535,-11.724
0.34143,0.022949,-0.26606,1.0204
-2.9873,0.019907,-0.35773,1.6774
0.14793,0.015543,-0.64801,1.6774
-1.3842,0.011367,-0.059119,1.3239
-0.68467,0.00903,-0.043841,13.602
-4.2851,0.010056,0.19795,-10.446
-3.7737,-0.00813,1.3514,-2.4922
2.7923,-0.025271,-0.20622,-17.096
14.327,-0.005968,0.61114,-56.567
7.245,-0.021299,0.056278,-10.684
8.5685,-0.003926,0.6917,-40.192
4.7305,0.005567,0.54517,-30.926
-8.9805,0.008122,0.82364,0.91887
-2.8794,0.013916,-0.26803,1.5008
-3.9297,0.01871,0.1417,1.5008
-3.3927,0.028232,0.40558,0.87234
-7.374,0.02271,0.47086,1.1008
-2.2772,-0.003756,-0.33735,8.152
-1.9067,-0.010521,0.11612,-52.544
-6.1763,0.000459,-0.26652,138.95
11.068,-0.041713,0.40084,11.632
13.35,-0.040755,0.64598,-71.085
-14.053,0.020077,-0.1186,21.681
-7.3977,0.027546,0.38487,22.223
-0.61743,0.027982,-0.53666,0.6673
0.35542,0.022512,0.32168,1.3242
-0.86318,0.018545,-0.1436,1.3242
-0.33214,0.013789,0.070286,3.0458
1.0267,0.007654,0.13556,3.0242
2.8246,-0.000683,-0.54765,-17.975
6.0678,-0.018131,0.83082,-72.195
