MonthlyRes_Mean_RN_ERA_Residuals,MonthlyRes_Mean_SM_GLEAM_Residuals,T_CRU_Residuals,P_CRU_Residuals
-1.0884,-0.024744,2.046,3.2009
1.868,0.005552,-1.4089,-12.061
-1.2293,0.002844,1.7113,8.5516
1.6265,0.001423,-0.75263,-4.6234
-10.461,0.005626,-0.78388,-11.057
1.0424,-0.016506,-1.2526,-29.987
-2.994,-0.024663,-0.57624,-15.136
5.8015,-0.022015,2.7758,1.0724
0.63893,-0.006479,0.57029,-16.935
-4.9805,-0.018726,1.5446,-46.904
-1.3667,-0.020378,0.29112,36.692
-2.4029,0.003927,0.44946,29.047
0.74195,0.004098,0.13428,-4.893
-2.9234,-0.021381,0.83567,-10.167
5.564,-0.02731,2.0878,-22.483
5.2095,-0.026055,1.1329,-6.6548
3.5617,-0.021752,0.37317,-8.7541
-0.54073,0.003795,-0.91572,5.1209
-2.8071,0.006421,1.303,4.2618
-1.0653,0.005343,-0.07197,-0.54165
-3.903,0.002782,1.4572,9.3847
-0.86978,0.019259,0.7065,17.315
-5.8661,-0.000101,0.25303,-6.6639
-7.493,0.00806,0.036363,-6.1583
2.2411,0.003019,-1.1788,-31.174
-4.1389,0.00388,-0.15242,-9.9974
-10.847,0.033694,-0.15034,21.661
1.2976,-0.01834,0.4198,-6.1856
-6.2632,-0.002245,0.035076,4.7651
-4.155,0.020739,0.14619,1.1901
1.3428,0.006726,-0.11006,-8.2939
-3.5968,0.008161,-1.0351,20.403
3.1012,-0.008813,-1.1809,-13.946
0.80252,-0.022116,0.21841,-26.865
-2.6083,0.003218,0.71494,33.43
-0.055225,0.022478,0.52327,-5.6391
0.40875,-0.002289,1.0331,11.495
-2.6047,-0.007119,0.85948,10.197
2.3174,-0.013822,2.0366,-10.495
1.8664,0.040378,0.15671,40.284
-1.1925,0.058454,-0.053016,2.6094
-7.4044,0.053347,-0.016905,-0.79065
2.8412,0.041304,-2.6232,-8.9247
4.9325,0.011456,-1.5732,-11.503
2.72,0.000904,-1.744,6.6232
3.6701,-0.01161,0.20532,-13.896
2.6251,-0.027767,0.87685,-36.675
-1.2362,-0.027485,1.9852,6.1552
-9.4523,0.034457,-1.455,29.89
0.66464,0.025281,0.096392,2.8911
-5.1452,0.04663,0.32348,26.824
4.0929,-0.012764,-0.28139,-14.347
6.7285,-0.026952,-0.76611,-17.646
2.3512,-0.017734,-0.23,2.4286
4.8021,-0.006621,-1.0112,-0.005421
3.4464,-0.012978,2.4388,-9.6589
-3.5716,-0.005335,-0.60708,3.8675
-3.3332,-0.011659,0.042226,-17.302
-2.6133,-0.008877,0.16375,34.119
-1.3779,-0.015738,0.47209,7.8244
0.76922,0.021903,0.33191,30.559
0.74846,0.009674,0.7333,-3.0896
5.4006,-0.000356,0.28538,-14.556
1.2011,0.055546,-0.79448,17.197
-4.0937,0.053259,-1.2042,-1.5271
-9.217,0.040827,0.28191,3.9729
-4.8015,0.025067,1.0257,16.014
-0.006038,0.025994,-0.29934,-0.98964
-0.82896,0.009537,0.35483,-0.91325
0.5771,-0.005749,0.20413,-17.508
6.074,-0.007514,0.075661,-41.387
0.80769,-0.010368,-1.366,36.594
-3.4699,0.022117,-0.93118,48.578
-1.543,0.054128,-0.054792,39.18
-0.93402,0.057452,0.44729,9.4629
9.9484,-0.014818,2.0174,-15.509
-0.77087,-0.006122,1.9577,6.4171
-0.63815,-0.010101,1.1438,-5.7579
-2.5095,-0.012146,1.1126,-8.6669
0.25894,0.003636,-0.18743,16.605
-13.512,0.020179,0.46674,24.256
4.8159,0.03547,-0.90896,56.412
0.14596,-0.009614,1.0376,-12.018
6.8089,-0.015785,-1.1541,-0.61206
-3.5449,-0.031735,1.4807,-12.903
-1.1422,-0.025002,-0.51788,-5.8261
-19.203,-0.017466,-0.8908,13.082
-2.0197,0.054018,-2.1457,12.261
-7.9479,0.067297,-0.58038,20.286
-2.8382,0.055788,-2.2693,-12.039
1.7092,0.031438,-0.42552,-2.1477
-6.3228,0.016531,-0.60052,6.6739
-0.47532,0.009509,-0.27136,2.4003
5.5915,-0.016352,-0.82205,-10.319
6.6394,-0.011121,-0.35052,31.802
2.846,-0.028357,-0.74219,-31.868
1.3328,-0.004093,1.7926,-16.358
1.1777,-0.026755,0.24402,-12.732
2.5202,-0.022021,-0.90389,-8.1986
-17.953,0.001025,-1.7588,-13.97
-2.387,-0.001855,0.95652,0.63061
6.5733,-0.014095,-1.3074,-14.644
-8.3907,0.004973,-0.18861,28.972
2.1913,0.002817,-0.13861,-10.432
-4.3612,0.002471,0.040552,27.37
7.5114,0.002063,0.43986,18.65
-9.0045,0.00175,0.086385,39.121
10.985,0.025346,-1.4553,57.426
-1.2658,-0.000158,-0.44546,18.036
1.9667,-0.015198,-0.31907,-17.863
6.5629,-0.023342,-0.51698,-14.629
2.5932,-0.021852,-1.0218,8.7242
0.6256,-0.010374,0.64343,-7.5751
5.4712,-0.028232,1.4295,1.1749
2.6929,-0.029495,2.4983,-12.134
1.919,-0.025426,1.2483,-13.888
0.80733,-0.022281,-0.02254,-17.836
-0.76685,-0.01624,0.40177,13.244
7.7534,-0.01676,-0.40171,-37.21
2.4399,-0.025574,-0.14337,-35.979
3.3887,0.028614,0.14145,-24.22
-8.6308,0.025465,0.26784,19.607
-2.8636,0.015196,-2.2301,-5.0601
4.9275,-0.01791,-1.0849,-16.382
-3.8975,-0.018247,-1.2697,-13.181
-4.7843,-0.013313,0.56645,-0.98088
-7.1925,0.019053,1.4102,15.935
1.8048,0.029942,-0.2648,0.98162
2.9582,0.011127,1.8644,-8.742
3.5755,0.036877,0.038673,-17.211
1.6088,0.018138,-1.0898,15.434
-3.4771,0.023159,1.0935,11.615
-0.14644,-0.031754,0.57836,-14.901
-5.0175,-0.008984,-0.69525,21.651
-5.6176,0.014558,0.25683,40.234
-2.3978,0.024542,-0.84803,6.9627
4.2499,0.006233,0.84225,-10.187
-3.1863,0.000559,-1.3466,-8.8366
10.028,-0.00398,-0.65289,-12.071
6.9947,-0.00648,-0.80289,-4.9491
-3.7104,-0.00227,-1.2237,-5.3477
-0.044019,-0.008441,-0.59942,71.533
3.6551,-0.005067,0.097109,-21.546
0.16313,-0.009124,-0.19456,-6.2408
-3.3451,-0.022029,1.0653,-4.9313
-2.3209,-0.009149,-2.7083,-5.6549
-29.607,-0.000168,-1.9563,19.003
-25.171,0.023239,-2.4861,9.9819
-3.4319,0.026344,0.90416,-6.1174
1.7534,0.016729,-0.15973,6.8076
0.88663,0.015658,1.534,-2.9514
-14.982,0.044512,0.23402,40.92
9.0332,0.041138,-1.2868,-5.1785
7.118,0.019089,-1.0125,19.427
1.3327,-0.00202,-1.641,8.7979
5.0344,-0.011972,-0.93265,-12.622
-0.4077,-0.000298,-0.77283,-5.362
0.94631,-0.000786,-1.4964,0.43937
5.6833,-0.017962,-0.21935,-19.027
-12.106,0.021277,1.9508,12.801
-0.75254,0.017501,0.64106,13.527
-0.89048,0.007024,0.10217,3.0019
4.8216,-0.003027,0.17092,-11.182
-4.943,-0.000256,-0.10408,3.0644
4.509,0.000419,-0.099909,-9.3592
4.7203,-0.018134,0.4994,-54.029
-5.2989,0.007128,0.095925,79.117
11.097,0.012896,-1.0207,-0.9023
-2.807,-0.003428,-2.0609,14.457
0.87705,0.018133,-1.7095,18.884
4.749,0.020479,0.39255,7.442
6.8288,-0.032407,0.062694,-17.43
0.98696,-0.0314,-1.472,-9.3289
1.8717,-0.017952,0.71408,13.471
-2.2078,-0.017352,0.35783,-9.8129
-4.2747,0.00086,-0.067167,23.109
-0.85162,-0.002009,2.062,-15.365
2.3163,-0.023028,1.2613,-0.88443
-7.4006,-0.01966,1.5828,5.4114
-3.796,-0.002531,0.066166,8.117
3.3588,-0.038943,0.15099,-29.424
2.3443,-0.043881,2.0274,-9.2221
