max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
237.01,0.25782,-0.34865,69.641
131.53,0.21441,-0.23406,15.456
229.66,0.22162,0.05066,4.1774
206.02,0.21074,0.13122,14.252
169.51,0.20988,0.3201,18.255
211.42,0.18449,0.079132,18.976
226.41,0.18637,0.91594,11.486
237.56,0.21803,1.2819,33.65
106.41,0.19864,-0.60698,2.4236
114.65,0.19775,-0.040312,4.022
147.16,0.195,-0.11115,1.5388
176.64,0.18251,0.38816,10.841
212.23,0.1989,-0.91621,5.9225
217.92,0.19824,-0.1294,10.904
235.53,0.21255,-0.18843,35.108
225.07,0.23215,0.65602,25.486
203.73,0.29585,-0.094678,35.434
188.58,0.3004,-0.43912,12.384
164.86,0.26802,-0.52523,6.3739
123.32,0.2401,-0.2044,6.9955
106.72,0.22948,-0.95232,2.7498
113.66,0.23032,-0.96065,7.2824
145.68,0.21714,-0.45648,5.342
181.89,0.20945,-0.007178,12.349
209.16,0.19385,-0.46154,23.957
220.82,0.18737,-0.37474,2.7294
237.14,0.20766,-0.53377,34.853
168.84,0.35571,-0.43932,78.916
224.21,0.35956,0.18498,39.089
185.75,0.3641,-0.45946,46.845
159.02,0.31265,-0.32057,2.5524
132.67,0.26922,-0.57474,3.4305
107.61,0.26043,0.67734,4.3933
115.2,0.24923,1.019,0.45201
147.13,0.22845,-0.10182,0.03418
181.45,0.2148,-0.50252,1.9231
209.99,0.1602,-0.15688,0.32086
221.35,0.15248,0.054923,0.89514
213.92,0.15661,0.2959,13.148
225.04,0.20581,0.11534,24.133
208.17,0.21136,0.46465,24.144
202.32,0.19952,0.7452,9.1883
161.61,0.19755,0.55909,0.48681
137.61,0.19547,0.95492,11.553
108.15,0.18766,1.582,0.1696
111.39,0.18171,0.97367,0.3972
145.81,0.17475,-0.09716,1.358
182.5,0.17035,-0.097855,0.017659
212.09,0.18506,-0.15222,6.8945
221.46,0.18387,-0.49042,11.723
232.45,0.20898,0.10056,15.665
209.77,0.22586,0.195,34.156
198.14,0.29859,-0.43069,41.654
184.56,0.30099,-0.35014,38.558
170.69,0.23715,0.063751,10.129
137.75,0.21443,0.25958,0.20099
106.12,0.2105,-0.088332,0.53196
115.64,0.21229,0.25333,0.075778
145.82,0.20579,-0.4925,8.5899
177.97,0.19644,-0.14319,8.0155
194.58,0.1665,0.052441,19.032
223.75,0.17626,0.039246,30.273
227.61,0.19943,-0.51978,25.575
241.63,0.21456,0.29966,32.309
222.85,0.21334,0.39897,5.8007
184.56,0.1933,-0.49548,11.558
167.87,0.1922,-0.58159,1.2009
134.8,0.17747,-0.48575,0.054097
103.14,0.17282,-0.15867,3.4636
111.78,0.16987,0.082996,2.975
146.11,0.17004,0.66216,1.6125
184.0,0.16679,0.68647,2.7079
194.26,0.20194,-0.5179,16.574
218.3,0.19687,-0.30609,17.672
226.02,0.2046,-0.21512,16.501
239.94,0.20341,0.25432,14.549
224.23,0.25294,-0.17137,32.818
213.98,0.28806,-0.040814,69.751
171.56,0.25708,0.29807,0.70415
132.26,0.2156,-0.30609,2.2055
106.26,0.20242,-0.87901,13.376
113.04,0.20142,-0.76234,0.019568
148.52,0.19371,-0.45818,0.54335
178.51,0.18036,-0.85887,0.000691
212.9,0.16522,-0.18824,2.1142
224.08,0.17653,-0.57643,7.4004
233.43,0.18993,1.0145,25.127
209.17,0.31787,-0.66601,53.216
233.57,0.30979,0.28329,10.481
197.77,0.24452,-0.036152,12.041
171.43,0.2249,0.37774,20.534
137.54,0.20646,-0.22643,0.24107
103.09,0.19303,-1.1493,1.0932
115.49,0.19152,0.01732,1.8867
147.53,0.18048,0.14649,0.60151
178.29,0.17004,0.67079,0.89021
207.49,0.15634,0.39143,6.7708
214.55,0.16763,-0.87177,10.033
227.74,0.19182,-0.9058,31.077
237.12,0.2516,0.53865,35.804
221.24,0.26357,-0.062046,16.277
192.72,0.27378,0.21851,37.083
159.96,0.23708,1.0074,2.1217
133.81,0.20009,-0.096768,1.6128
106.23,0.18198,0.58031,0.049334
113.47,0.17497,0.64698,0.25215
147.86,0.16825,0.10115,0.005744
183.76,0.15811,-0.17455,0.09999
202.54,0.20491,0.071088,18.764
217.7,0.2102,0.10789,22.315
239.88,0.27814,-0.051134,38.988
224.07,0.26768,-0.45669,22.815
220.52,0.3131,-1.1074,106.23
201.78,0.32447,-0.35183,21.247
174.05,0.27454,-0.36294,8.4756
129.69,0.23283,-0.16711,11.378
107.04,0.2232,-0.39002,0.49468
113.3,0.21405,0.37664,0.48833
142.42,0.19677,0.48081,0.10167
176.11,0.18436,-0.14488,6.0179
212.12,0.15815,0.050749,0.89617
222.37,0.16391,-0.66244,7.4026
232.15,0.18834,-0.47147,19.034
228.11,0.29102,-0.30203,30.76
228.85,0.29608,-0.12772,45.946
199.9,0.26821,-0.87217,3.3556
169.83,0.21749,0.61672,18.247
128.58,0.20343,0.21256,0.46754
105.47,0.18149,0.53964,3.2605
114.49,0.17801,-0.66869,0.10678
142.61,0.17127,0.26047,0.057041
182.99,0.16292,-0.44022,0.61548
212.16,0.15212,-0.29459,1.8816
218.83,0.1541,-0.28278,15.457
224.24,0.15141,-0.54181,15.724
232.89,0.17823,1.0526,7.8927
216.28,0.25956,0.27694,31.328
212.55,0.2506,0.30749,7.1416
160.07,0.22774,0.79638,24.319
130.88,0.19933,0.51722,1.33
105.85,0.18172,-0.2807,1.0822
112.43,0.17191,-0.039033,2.7837
146.97,0.16506,-0.35987,1.8236
175.13,0.15759,-0.33556,0.022563
204.23,0.14497,-0.33993,1.6488
225.67,0.22519,0.42188,25.809
231.24,0.21872,0.93785,8.5919
222.58,0.22589,-0.042705,25.576
231.87,0.21594,-0.8184,8.3943
198.75,0.1938,0.53716,9.8054
169.47,0.17174,0.70105,0.21063
130.56,0.15547,1.1219,1.1637
106.93,0.14625,-0.40104,0.84393
111.63,0.14614,-0.65937,3.5653
145.19,0.14375,-0.3802,0.36472
181.18,0.145,-0.5809,0.046232
213.28,0.17028,-0.36027,1.1256
224.69,0.18882,-0.49846,8.1211
230.79,0.19867,-0.23249,15.261
220.48,0.34278,-0.16304,85.354
200.38,0.34136,-0.33874,20.289
198.38,0.32348,-0.85818,9.5752
164.28,0.26943,-0.044293,0.84801
131.8,0.21753,-0.04846,2.8425
108.26,0.18335,0.57862,0.15429
113.15,0.1667,-0.50471,0.34908
147.41,0.16139,-0.30054,0.54165
176.72,0.16117,-0.45124,0.54479
210.43,0.18867,-0.3306,14.091
223.43,0.1908,-0.1688,18.317
231.95,0.2128,-0.35283,19.343
222.97,0.29641,-0.10838,44.553
200.02,0.35682,0.26592,95.473
212.74,0.33266,-0.00352,12.359
163.49,0.3072,0.23537,26.138
138.49,0.2499,0.1312,1.2143
108.37,0.20221,0.15829,0.75933
113.66,0.17923,-0.60005,0.16749
148.19,0.17231,1.0791,5.5873
174.78,0.17079,0.42842,0.09513
214.42,0.15971,0.62406,1.9054
223.15,0.19645,-0.089136,32.913
222.03,0.27856,-0.37316,31.754
240.76,0.33768,-0.32872,48.091
211.65,0.33984,0.17059,16.971
210.22,0.31015,0.17614,3.695
162.54,0.22923,-0.00997,3.5195
132.78,0.21756,0.51086,13.408
105.1,0.19058,-0.21205,0.094222
114.04,0.16817,0.22961,0.064488
147.6,0.1585,0.53378,0.1932
182.35,0.15713,-0.11691,0.62414
211.94,0.17141,-0.47128,7.9286
222.52,0.18394,0.49053,1.8833
222.22,0.24804,-0.018502,30.58
229.29,0.35058,0.10094,57.053
230.29,0.35802,0.50025,21.906
180.78,0.37447,0.005803,62.756
174.58,0.33885,-0.25531,0.51446
136.87,0.25468,0.41553,2.0705
107.0,0.21112,-0.43239,5.3159
113.72,0.21876,-0.51572,41.243
144.53,0.20683,-0.91156,0.002522
183.77,0.18355,0.81275,0.047618
208.0,0.18116,0.083381,6.4171
220.96,0.24308,0.67019,27.442
233.06,0.23767,0.26116,8.9464
227.99,0.3496,0.030604,43.98
217.01,0.35062,-0.12009,34.006
203.36,0.34698,-0.16454,10.793
159.66,0.2681,-0.075646,10.48
134.1,0.22951,-0.52981,5.7077
107.88,0.20329,0.47227,0.013817
112.68,0.18111,0.063937,0.13273
146.23,0.1738,0.2681,3.8705
183.74,0.18289,0.76741,1.622
209.93,0.1686,0.088043,0.30022
217.81,0.20428,0.44985,4.7838
219.48,0.27033,-0.35918,15.652
221.57,0.2859,0.71027,20.4
203.19,0.35438,0.88457,49.457
195.42,0.33375,1.0651,9.4237
169.17,0.26031,0.67902,9.6535
137.65,0.22381,0.59985,0.018806
107.3,0.1873,0.10193,0.08987
112.8,0.17747,0.3186,0.077835
143.38,0.16606,0.34777,0.12959
180.44,0.17461,-0.077929,0.56103
207.38,0.17494,-0.3323,6.2152
220.62,0.19012,0.07951,2.4483
240.65,0.2678,-0.029517,26.027
219.78,0.3719,-0.56007,150.4
211.51,0.37842,0.014233,50.463
202.2,0.38012,0.21979,7.4195
164.15,0.29648,-1.1163,10.66
131.0,0.23882,-0.84549,0.9786
106.56,0.20268,0.13159,1.8389
114.77,0.1835,-0.35174,0.24069
134.42,0.1745,0.12743,0.54595
174.74,0.17233,-0.14827,6.3674
223.81,0.1644,0.047367,3.4694
242.76,0.25118,0.20917,29.603
260.03,0.26232,-0.54986,16.391
227.57,0.34138,-0.005411,33.087
215.1,0.33862,0.16889,34.484
212.11,0.33409,0.32445,45.119
171.31,0.25471,1.1133,0.072301
128.96,0.20892,0.48417,0.48613
108.51,0.18807,1.3613,0.059995
