MonthlyRes_Mean_RN_ERA_Residuals,MonthlyRes_Mean_SM_GLEAM_Residuals,T_CRU_Residuals,P_CRU_Residuals
-2.4109,-0.006993,1.7783,-15.807
-7.3572,0.003234,0.28247,-54.846
-0.13366,-0.006089,-2.7766,-54.147
-10.421,-3.3e-05,-2.3446,121.01
-0.029158,0.004595,-0.98211,18.327
6.7698,-0.007589,-0.93142,-14.72
0.97676,0.002847,-0.36961,-5.4847
10.963,-0.007427,0.52275,-97.594
14.181,-0.021266,0.7665,-17.21
25.911,-0.025172,3.1137,-35.681
11.339,-0.047708,2.6741,-32.29
-1.711,-0.045101,2.4283,28.635
-6.1612,-0.010256,-0.4103,12.951
3.7294,-0.002814,1.2015,-73.463
5.1049,-0.006779,-0.98114,-63.597
8.4924,-0.009496,-0.60058,-70.286
4.4221,-0.005549,1.2696,-23.976
3.9693,-0.004632,-0.3235,-16.343
0.98902,-0.00208,3.839,-32.227
-8.9948,0.00129,-1.3464,2.1755
-4.138,0.009872,1.3626,30.786
2.5518,0.02014,0.78483,-5.6092
-2.6599,0.00495,-0.47975,-13.793
10.076,0.010764,-1.0506,-8.9182
2.3013,-0.017772,0.26081,-28.177
-3.1108,-0.022043,0.49761,27.158
-5.9267,0.007453,3.815,161.85
-1.2313,-0.001678,-2.1795,50.936
-6.2856,0.002458,-1.4593,-2.3545
-0.060836,0.000845,1.9226,-32.071
-9.9308,0.005511,-2.1149,46.82
-1.0445,0.004511,2.0747,-22.978
0.26658,0.01172,-1.1413,-2.9427
0.62802,0.004625,0.88095,-9.4379
-3.4556,-0.005568,-0.10864,-12.972
3.8709,-0.003849,-0.80447,-17.722
-1.5974,-0.065734,1.5569,3.3939
-0.21485,-0.024598,0.39373,59.179
-3.6562,0.007581,-5.0639,54.895
0.57098,0.005334,0.34164,-42.543
-0.91077,0.003209,1.1868,-23.708
-6.0985,0.001006,-0.50627,-45.875
-9.7365,0.006334,-3.2688,76.216
-9.926,0.011185,-1.4542,186.42
-1.2483,0.000313,-0.77016,-22.871
8.0659,-0.020043,1.1271,-66.342
6.8913,-0.054998,2.4875,-35.851
1.3422,-0.072349,0.76664,-52.701
-20.719,0.02172,2.753,101.89
0.71789,0.026856,-1.0852,23.751
-8.0422,0.009213,5.4072,-47.633
9.7498,0.004609,-2.8622,-62.347
6.7235,0.003126,2.2829,-11.062
-6.4741,0.004493,-1.5352,32.471
-16.286,0.005772,-0.84766,8.8374
4.4249,0.008917,-1.0831,108.61
9.7283,-0.009672,1.176,-51.425
3.571,-0.02288,-0.97683,-6.6452
-12.083,-0.018034,-0.74141,-14.229
5.9992,-0.004455,-1.1122,-32.904
-12.679,0.01775,2.2991,4.8365
-5.2605,0.015501,3.086,-4.9031
7.7731,0.002609,-2.9717,-77.537
-6.6412,0.005866,-4.4411,-19.75
-6.7867,0.003875,-2.621,-4.6656
-9.3508,0.003083,2.236,-45.232
3.7992,0.003365,1.5485,-15.366
2.4518,0.007754,0.38804,-37.889
0.006845,0.009487,0.047064,6.9462
-2.6389,0.012774,-0.28071,-27.349
-17.144,0.02368,-0.6703,19.642
0.9438,0.019415,-0.26613,-13.958
-4.6186,-0.054261,0.92026,2.0578
-1.1041,0.003951,-0.66793,46.793
-2.4756,5.4e-05,-0.050573,-35.941
11.433,-0.005473,0.90498,-87.579
-0.96344,-0.002743,2.2001,-28.844
19.031,-0.006746,0.73207,-70.686
9.7834,-0.004813,1.4446,-52.87
-7.6236,4.7e-05,0.88415,-26.643
-7.4474,0.005126,1.1932,12.018
16.643,-0.041125,2.0154,-36.678
1.7965,-0.044399,-0.92418,-5.2116
1.2818,-0.051719,2.38,-39.487
8.37,-0.033472,-2.8336,-32.021
-0.99074,0.001734,1.6032,34.89
-1.6046,0.002173,1.7205,117.26
0.34131,-0.002315,-0.073904,-52.008
-7.779,-0.002141,1.6212,29.327
10.032,0.000235,1.6282,-41.115
10.461,-0.001568,-0.83432,-51.124
-4.7192,-0.019243,3.2053,-33.722
-2.1299,-0.006561,0.71429,-28.711
-5.5021,0.008791,-0.038488,16.744
3.4743,-0.01008,1.3969,-29.465
5.8036,-0.024013,0.4511,-24.665
-1.3938,0.037706,-2.4625,5.4255
0.21021,0.023246,0.62429,113.26
6.1631,0.007536,0.51665,11.127
-5.2048,0.005667,-2.0778,7.6887
