MonthlyRes_Mean_RN_ERA_Residuals,MonthlyRes_Mean_SM_GLEAM_Residuals,T_CRU_Residuals,P_CRU_Residuals
4.9274,0.001818,0.3525,-13.545
2.6901,-0.00113,1.1504,-7.5725
5.6778,0.01472,0.2532,67.73
-2.387,0.014018,2.1726,22.922
-18.956,0.005054,-0.036388,1.2976
2.0122,0.006248,-1.2169,-3.5031
3.7757,0.009357,-1.2746,-7.6746
7.4576,0.005195,-0.02736,9.0636
-0.19436,0.008126,-0.79403,5.9671
-7.5967,0.005669,-0.36278,-3.1753
-10.734,-0.000903,0.92958,-6.8246
7.541,-0.005882,0.7282,-1.5149
-2.0442,0.009467,-0.75133,2.6063
4.6253,0.003278,-1.084,-9.7403
5.7862,0.004258,0.038249,-13.602
3.4134,-0.007916,-0.88189,-31.51
0.98301,0.009319,0.64381,15.314
9.149,-0.008563,0.36325,-20.894
-3.6818,0.022371,0.75422,7.732
9.2008,0.00141,1.841,-2.1382
-2.9906,0.001445,-0.42842,-4.4236
-0.23157,0.006714,-0.22217,-1.866
0.5795,0.006516,0.42019,17.335
5.7956,0.007952,-0.73119,-2.6305
4.6415,4.5e-05,0.43928,-7.2094
6.851,-0.004555,-0.86836,-7.0059
-6.6733,0.004108,-0.22114,-8.7427
6.4346,0.007725,-0.01628,-14.251
3.1812,-0.009366,-0.31559,-24.002
3.6423,0.02907,-1.0461,34.316
4.2742,-0.005515,0.89483,-9.4087
-14.147,-0.006777,2.0066,-6.5788
-5.3455,-0.007985,-0.98781,1.1357
-7.2462,0.014452,1.1184,-2.6816
-13.813,0.003458,1.3858,-4.5559
-3.2803,0.000563,0.50941,4.7788
6.5072,0.002496,1.0049,-5.5751
-9.0578,0.014722,0.24725,-9.5216
-2.78,0.008644,1.2945,-3.7834
7.7877,0.013518,-0.025671,25.958
-9.5388,-0.006957,-0.099977,-0.71742
-0.55702,-0.027078,0.61947,-17.075
-0.51132,-0.012406,0.81044,-10.524
1.2303,-0.010413,-0.30275,7.5055
-3.747,0.023071,-2.9722,1.2701
-12.463,0.020668,-0.91595,2.7777
-15.813,0.024731,-1.7986,10.553
-5.1668,0.023909,-1.45,-3.2869
4.6548,0.012016,1.0705,-5.7157
5.9982,0.008527,-1.0621,2.5128
-6.616,0.002751,-2.7149,-16.074
0.39349,-5.8e-05,0.33994,-18.607
12.514,-0.000167,-0.009367,-21.533
-6.1357,0.047622,-0.51492,29.334
3.1791,0.025492,-1.249,-5.665
5.8802,0.010501,-0.012145,-4.4602
-11.451,0.026765,-2.9066,-1.4706
-12.737,0.023313,0.29966,1.1121
-2.7161,0.008923,-1.383,-1.2372
0.64872,0.017323,0.54063,2.5225
-0.14514,-0.002389,-0.3639,-6.5814
-4.0909,0.017893,0.67846,16.172
-0.78189,0.009308,-0.14931,-8.2397
1.21,0.012102,-1.6195,47.552
-3.1062,-0.004806,-0.46876,-13.999
3.1578,-0.00936,0.32569,19.844
9.2648,-0.014454,0.26666,-9.8557
8.748,-0.014697,1.6285,-6.8008
8.5357,-0.01964,1.234,-3.9112
3.3793,0.007817,-0.48473,4.7964
-5.8682,0.043983,-0.31737,20.322
3.6453,0.003907,1.0312,-5.3932
-10.529,0.022112,-0.32329,10.453
8.7157,-0.006373,0.64407,-7.4936
-6.4551,-0.008011,1.4163,-5.9554
7.6704,-0.014005,0.79616,-21.964
3.87,-0.008082,0.12185,129.49
4.1733,-0.023635,-1.1587,-15.947
3.7086,-0.020752,1.0823,-10.646
-2.6148,-0.019789,1.6191,-1.3665
-7.8714,-0.021057,2.0246,-3.5269
5.3193,-0.00634,1.2059,3.1057
-1.178,-0.006629,0.64824,0.78143
-3.933,0.002869,-0.87815,10.366
-5.3002,-0.00225,0.54232,-3.0627
0.84236,-0.00173,0.60968,-0.059235
6.4638,0.002844,-0.8931,-6.346
-1.9662,0.003665,0.96177,-7.4544
10.357,-0.014854,1.2875,-25.53
5.5498,-0.00825,0.6319,2.1873
5.1073,-0.014812,0.64788,-7.787
-9.7632,0.022153,-2.5153,23.118
2.5555,0.020329,0.64024,-3.4926
-9.8887,0.032149,2.2965,6.6901
-25.62,0.058287,-0.48615,-3.6592
-12.182,0.023094,0.03746,4.8755
7.3314,-0.001604,-0.21707,-6.5534
3.5321,-0.007063,1.2253,-5.3249
4.4892,-0.003044,1.3725,-13.562
11.739,-0.00571,0.55238,-19.27
-1.3088,0.045755,-0.09693,-1.8957
3.8904,0.01728,0.87251,2.7216
-0.91289,-0.000323,-0.086514,-9.1027
0.98609,0.000293,-1.8997,-6.4728
6.8738,-0.003697,-0.71915,-3.4082
9.4848,-0.008829,-1.6129,-3.4256
6.3801,-0.010848,0.12946,-5.5999
4.2572,-0.002707,-1.1719,-3.5402
3.8324,0.002755,0.37354,-4.744
1.2844,0.008181,0.5909,50.034
0.20849,-0.005742,1.7381,-14.602
4.6899,0.026328,0.96798,7.7393
-6.8368,-0.014887,1.9687,-22.061
8.223,0.004699,-0.86188,-8.369
2.8966,-0.005526,1.0791,-6.7933
-14.534,0.002913,-1.2841,-1.9135
5.1783,-0.000215,2.2715,-3.1489
7.6732,-0.005283,-0.37229,-3.2163
-10.653,-0.007557,0.64507,-5.1406
-20.722,0.014474,-1.0563,-4.2308
-1.5199,0.002424,0.23915,-1.5597
12.7,0.003501,1.4315,-8.6312
7.1352,0.001981,-0.071267,15.657
6.6029,0.011248,0.83359,-19.276
-10.032,0.041083,-0.61571,22.423
3.3171,-0.001348,-1.0963,-1.6097
7.9782,0.001769,-1.3303,-0.709
3.9153,0.003345,-0.46849,-0.70414
3.7331,-0.008549,-0.41293,-3.0896
-0.77748,-0.0022,-0.20668,0.69308
8.1445,-0.008371,1.5107,-3.9062
-1.8758,-0.009567,-1.2907,-5.7465
3.1909,-0.006092,-1.8202,-5.2754
-3.0195,0.008473,-0.47788,13.453
4.7086,-0.001438,-1.6807,10.166
7.5744,0.012286,-0.7008,4.883
-2.7395,-0.0078,-0.8751,0.35728
2.6228,-0.006721,1.4443,9.4246
5.6698,-0.007274,0.76031,-0.67466
8.9409,-0.013906,1.1721,-5.8698
-5.9018,-0.010141,1.3527,4.9698
-13.34,-0.011255,0.60893,-1.4476
-6.7363,-0.01197,-0.74871,-5.0219
3.8863,-0.015756,1.3999,-5.6622
5.894,-0.004078,-0.82963,-5.891
-6.4728,0.000815,-3.1873,12.262
12.047,0.001442,-0.61505,8.2256
-6.1503,0.010607,-1.3352,5.3923
-2.2406,0.038859,-0.88449,31.417
-5.0,0.023278,0.73495,14.984
-1.7628,0.020857,-1.1241,21.535
-15.898,0.012714,-1.6873,-4.6855
-12.658,0.010942,-0.50672,-2.6959
-9.0311,0.002321,-1.2505,-2.4632
9.5371,-0.003979,-1.2081,5.7625
4.0863,0.000528,-0.93449,-3.9778
5.5934,-0.007627,-1.414,-3.5067
6.585,-0.009365,-1.0467,-8.3282
6.3849,-0.014631,-0.19944,-16.94
1.5943,0.017682,-0.14458,6.3767
-0.69532,0.002019,-0.043884,1.051
1.9372,-0.014979,1.1506,-3.5067
5.6898,-0.012116,-1.1585,-5.906
-4.6408,-0.014371,-0.74666,-5.3261
1.2368,-0.018246,0.60889,-1.6865
7.2188,-0.018126,-0.95986,-0.5789
13.039,-0.019307,-0.017495,-1.6532
4.8097,-0.016709,-1.2439,0.90652
-2.8127,-0.010705,0.55159,7.4277
7.454,-0.010054,-0.006053,2.1061
2.2424,-0.016805,1.7412,-17.406
-5.1501,-0.023722,-0.003969,-29.014
-0.44363,-0.011957,-1.3283,18.26
7.2579,-0.011859,-0.18383,8.9027
6.461,-0.011211,-0.11786,-1.4966
3.7403,-0.019344,2.2189,-5.2918
6.7256,-0.020224,2.0995,-2.3772
-6.6504,-0.012316,0.68075,0.63044
-6.4606,-0.017503,0.44811,-4.6439
10.397,-0.019036,1.4217,-5.4591
6.7357,-0.012464,-0.5578,-5.188
-2.6721,-0.0066,1.8096,-4.4345
0.78245,-0.013655,1.4318,2.0787
-6.2602,-0.027957,-0.51336,-23.83
6.0551,-0.037232,-0.96267,-24.23
0.34057,-0.033207,-0.14322,-14.038
11.078,-0.025438,0.64775,-7.6373
7.3045,-0.024594,0.90956,3.8426
8.9191,-0.029536,1.5901,-2.3179
4.5593,-0.031138,-0.92864,-2.1852
4.4327,-0.028044,1.1637,-4.4845
-0.020927,-0.02279,0.93733,5.6002
2.1123,-0.011252,-0.067195,-2.6537
-0.74699,-0.014051,2.3252,-5.7752
5.3001,-0.018428,-0.42761,-2.862
12.683,-0.025418,-0.59775,-16.445
6.8013,-0.036469,-0.47206,-20.071
-3.1559,-0.024358,0.27239,-6.4787
-1.2283,-0.022836,-0.58664,-0.17797
-1.0433,-0.022926,1.0752,2.1019
3.078,-0.026212,-1.6693,0.041475
9.7464,-0.027522,-0.93803,-1.3759
-9.1638,-0.022974,1.2043,1.2498
2.1995,-0.018007,0.002943,5.8095
-5.9959,-0.00863,-0.25159,0.055674
2.3337,-0.009902,-0.034225,-6.9659
5.8209,0.008874,-0.162,10.822
-9.255,0.008876,0.067858,16.914
6.3765,-0.022999,-0.68145,-24.137
-7.3661,-0.026806,0.588,-7.1193
3.5581,-0.016494,1.929,-0.21863
-3.6773,-0.011958,1.5408,12.386
-13.385,-0.017395,-0.15367,-1.7242
-3.6252,-0.021361,1.7026,-1.5415
-21.259,-0.020892,0.96994,6.7591
-10.228,-0.018716,1.4936,4.1189
2.3339,-0.002693,0.98902,7.365
2.9414,-0.006824,-0.44362,-7.9815
7.4864,-0.016597,-0.021394,19.182
11.617,-0.027776,0.30847,-31.002
-10.014,-0.019192,-2.3658,-1.1773
-5.2158,-0.01623,-1.8714,-9.36
-9.4665,-0.014722,-0.58042,6.8907
5.2038,-0.009142,0.43138,-1.2794
-2.1067,-0.020903,1.9619,0.23515
5.9445,-0.025863,1.7432,-1.6072
7.298,-0.021098,0.16055,0.56848
2.9098,-0.013183,-1.2158,3.2032
-22.42,0.003214,-0.97037,26.124
-8.7788,-0.002946,-1.703,-0.84718
3.0359,0.006656,-1.5808,11.241
-2.2834,-0.018598,-1.7009,27.158
9.146,-0.032269,1.2998,-20.518
2.6079,-0.009016,0.26922,18.849
-3.8598,0.001793,-1.8148,20.1
-3.5556,-0.014867,0.29699,0.85491
-0.5106,-0.02326,-0.072451,-1.3555
2.6124,-0.015484,-1.0912,0.25213
9.9228,-0.019755,-0.27384,0.92782
-14.911,-0.018768,1.7998,1.3125
-2.843,0.023896,-0.52976,15.484
3.2674,0.013776,-1.8124,9.2622
6.3079,0.005642,-0.59018,-13.875
-0.87106,-0.011982,-0.51031,8.342
-1.2285,-0.020472,-0.65962,-18.509
1.1227,0.025624,-1.5152,21.159
-5.4983,0.037593,0.2758,12.534
-5.3223,0.084463,-1.0374,7.5392
-0.77258,0.092957,0.44316,12.904
-13.865,0.08431,-1.5506,2.6365
-0.88097,0.042767,-0.43323,-3.6878
-36.333,0.017258,-1.0346,1.6219
-3.2596,0.001949,-0.18915,-0.60697
3.5259,0.005052,-1.1218,3.5465
-3.6803,-0.006612,1.4004,-2.6903
13.501,-0.015909,0.2053,46.326
2.5595,-0.033615,1.881,-23.199
-10.02,-0.02063,-0.049566,3.093
-2.5547,-0.013333,-0.95859,18.069
-7.6541,-0.017095,-1.7468,2.3986
2.0091,-0.009314,-0.041233,6.6382
-2.1814,0.001806,0.29002,0.4958
-14.483,-0.010312,0.70738,0.046499
-25.244,-0.003564,-0.99401,10.331
4.5783,-0.006711,0.65146,8.4024
7.4451,-0.002986,-0.23118,-0.21916
-4.8845,0.032265,-1.909,22.269
-3.3281,-0.015675,-0.5541,-4.9893
-10.959,-0.016467,-0.4784,-4.465
0.050945,-0.022495,0.54104,-18.748
-0.043195,-0.005835,-0.46798,7.2031
-8.183,-0.009775,0.043821,-2.6921
-13.049,-0.009108,-1.4506,0.9725
-5.9095,0.01379,-0.019373,2.5551
-16.251,0.040758,0.67299,0.40584
-2.0244,-0.001865,0.4216,-4.1344
