max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
66.409,0.30602,-2.1238,14.716
193.98,0.27902,0.3512,8.6988
98.348,0.3056,0.38384,1.6016
140.28,0.30227,0.45398,7.9306
174.93,0.29796,0.52551,2.1456
82.811,0.30641,-1.5266,6.4055
73.595,0.30627,0.77551,6.3932
49.939,0.30627,0.39634,0.4121
197.06,0.3038,-0.26199,17.42
173.54,0.30518,-0.007131,13.51
154.55,0.30622,-0.29741,12.494
146.84,0.30635,0.36092,11.929
105.27,0.30537,1.8966,4.1432
39.486,0.29423,-1.2513,5.9858
46.258,0.29266,-0.95548,3.8146
54.18,0.30627,0.19938,0.13441
96.289,0.30627,1.082,3.6473
129.76,0.30627,-0.097845,4.8666
147.2,0.30627,0.42368,5.3862
189.46,0.30622,-0.17562,8.8281
176.01,0.30552,1.2862,8.1273
192.73,0.30641,0.91604,15.73
166.3,0.30673,1.8758,16.919
137.08,0.30668,0.9341,9.1119
127.32,0.2957,0.11977,5.6843
80.211,0.28345,0.12186,3.5077
48.921,0.27705,-0.43231,0.46046
66.601,0.29251,1.1226,1.1647
95.493,0.29244,-1.2948,0.94867
132.57,0.28401,0.37533,1.0518
149.33,0.26142,-0.50314,2.6795
172.35,0.25581,-0.10245,7.9777
166.26,0.30177,-0.36564,52.496
195.58,0.30342,0.16422,18.257
197.41,0.29193,0.12394,14.798
141.37,0.30074,0.80727,12.063
106.78,0.29364,1.5429,13.222
45.024,0.29323,-0.80497,0.25223
48.854,0.29222,-0.35913,0.4246
60.303,0.2769,-1.7043,0.40902
82.23,0.27581,-4.1216,1.0279
135.45,0.27463,-1.0765,1.9651
173.76,0.27441,-1.13,5.782
186.94,0.25558,0.37073,7.3636
174.26,0.29602,-0.19247,21.354
183.95,0.29631,0.56239,10.778
193.79,0.29216,-0.37788,10.97
168.79,0.29186,1.1304,8.4708
117.03,0.24451,2.2411,11.366
70.492,0.23635,-0.43179,0.86704
50.999,0.23244,2.539,0.64222
63.902,0.29088,0.2689,2.657
101.03,0.29028,2.4515,0.02346
135.53,0.27679,1.2467,3.3524
169.94,0.25702,1.2432,3.3679
172.77,0.22838,-0.1811,6.9107
197.55,0.24399,0.88071,14.929
170.85,0.29119,-0.064431,16.433
205.5,0.29116,-0.95471,10.079
159.44,0.24761,0.053625,11.872
107.25,0.29246,0.2893,2.7844
47.502,0.2879,-1.6586,0.94634
49.121,0.28748,0.36222,0.15348
62.56,0.23064,0.042078,1.1753
100.76,0.22211,-1.1003,0.13479
122.23,0.21725,1.3949,6.005
166.87,0.20842,0.14138,2.1157
179.99,0.22784,0.54208,10.583
149.22,0.29287,-0.29612,53.959
191.51,0.29327,-1.1913,17.721
205.14,0.29248,1.1685,12.256
114.65,0.29292,0.0518,9.4405
103.0,0.28912,-1.1875,6.662
79.966,0.27402,0.36456,3.6809
49.558,0.26626,0.93539,0.91382
65.359,0.28707,0.79025,0.16823
96.253,0.28574,-0.57711,0.89253
143.69,0.28326,-0.93197,1.1632
