max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
55.207,0.21171,-0.89856,11.741
176.72,0.1465,0.8063,1.2693
90.053,0.22746,0.10491,8.0722
149.46,0.23069,-0.87009,9.4988
178.69,0.19923,2.4667,0.80717
105.23,0.14588,0.77575,4.1448
84.868,0.15183,1.3924,0.47929
61.078,0.15226,1.4528,2.2295
171.84,0.12808,-2.4166,0.1822
163.2,0.12027,0.37158,0.000711
150.06,0.11801,0.42714,0.34894
135.52,0.21293,-0.32564,22.846
108.79,0.15009,-1.408,3.5889
82.89,0.12981,-0.26633,0.52198
57.94,0.13045,1.6691,1.4259
69.72,0.24363,1.5177,11.68
105.23,0.23714,2.0212,7.7715
152.39,0.26164,1.3462,34.362
167.96,0.18375,0.68298,1.8719
175.22,0.16893,0.97256,2.2235
172.88,0.13162,-1.6254,0.29638
163.18,0.12155,0.68784,0.019954
152.52,0.13845,-0.2816,6.1356
132.85,0.12068,-0.13438,0.0
101.99,0.14734,0.95827,3.0463
84.777,0.21467,-1.4501,9.8911
60.788,0.26728,-1.5146,37.386
65.337,0.25183,0.058961,38.078
81.232,0.3272,-2.1376,66.797
136.27,0.3339,-0.81257,22.442
178.21,0.31738,-0.45076,0.18753
181.64,0.24196,-0.36118,16.954
174.76,0.14745,-0.93409,0.039976
165.62,0.12825,-1.9209,0.023183
149.04,0.127,-0.54034,1.3783
137.04,0.11835,-1.5431,0.000559
109.98,0.13786,0.32453,0.0
83.359,0.13221,0.71619,0.003621
61.624,0.24497,-0.82339,30.083
83.045,0.329,0.40022,100.88
109.17,0.32452,1.0037,14.376
136.21,0.32162,-1.6213,21.072
176.22,0.33192,-1.8345,32.167
175.94,0.23007,0.25508,5.7128
171.35,0.16515,0.43217,0.0
162.28,0.13007,1.5454,0.35314
172.61,0.18831,4.1759,14.918
137.09,0.12523,1.5981,0.00145
106.66,0.11802,-2.4342,0.008714
