max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
141.26,0.4387,0.17978,33.732
150.1,0.43885,0.37839,30.09
162.18,0.43961,1.1478,35.893
147.72,0.44138,-0.39383,60.594
151.99,0.44116,0.26797,23.785
176.38,0.41511,-0.58897,28.167
170.46,0.42014,-0.25703,30.155
166.52,0.43214,0.47839,35.165
129.84,0.43434,-0.23064,27.571
145.66,0.43299,-0.15355,5.3212
155.57,0.40831,-0.32855,29.911
175.71,0.39624,0.04853,31.234
171.74,0.36341,0.37291,43.052
166.93,0.382,-0.095147,35.158
164.73,0.43032,0.71527,43.723
159.78,0.44126,-0.18334,53.721
146.35,0.44132,-0.19029,47.283
154.48,0.44111,0.26805,34.06
161.58,0.44051,0.65485,16.704
151.77,0.43562,-0.68473,22.586
147.76,0.43962,-0.093758,87.807
157.22,0.42352,-1.0667,3.5769
154.86,0.38313,-0.21668,20.1
162.96,0.36394,-0.33959,15.812
173.96,0.41839,-0.14021,24.557
159.46,0.4314,0.24173,38.822
151.85,0.44129,-0.14785,36.22
141.29,0.44136,-0.046464,44.275
129.52,0.4412,-0.078408,51.965
144.94,0.4413,0.054925,41.364
132.7,0.44139,-0.058269,60.539
128.25,0.44131,-0.22285,31.271
137.09,0.43951,0.41812,11.057
126.92,0.41714,-0.1298,6.0791
156.26,0.39543,0.1452,11.938
159.86,0.41565,-0.22771,27.57
163.08,0.36783,-0.60334,31.563
163.96,0.3952,-0.37139,26.997
150.12,0.43412,-0.71097,33.766
169.84,0.44117,0.29041,28.184
168.11,0.44139,1.0835,59.42
192.58,0.4413,0.8668,21.244
158.94,0.44136,0.52861,35.887
130.18,0.44077,0.78903,18.514
139.66,0.4356,-0.695,6.6822
142.37,0.40916,-0.39292,5.0628
154.03,0.37709,-0.29292,5.6614
168.22,0.34874,0.35916,10.766
155.83,0.4202,-0.36646,21.582
148.4,0.43711,-0.15951,29.593
140.17,0.44137,0.075903,50.879
149.09,0.43882,-0.42271,20.897
142.7,0.44139,0.89535,34.041
150.63,0.44125,0.078681,33.176
117.1,0.44137,0.14049,51.553
121.37,0.44123,0.2009,24.224
138.48,0.43947,-0.058125,7.5776
151.97,0.4174,-0.28104,9.7476
190.42,0.4001,-0.98104,8.2071
159.01,0.39156,-0.47896,24.166
164.39,0.3913,-0.45458,44.69
156.89,0.40356,-0.39764,14.249
149.15,0.44129,-0.56222,62.277
135.89,0.44139,1.0892,42.042
151.34,0.44139,0.10723,36.534
147.04,0.44137,0.41556,24.646
143.86,0.44106,0.35236,49.451
118.3,0.44125,-0.037219,26.011
153.59,0.43305,-0.82125,24.067
127.62,0.41902,-0.14416,9.9724
160.24,0.40163,-0.51916,11.324
