max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
141.55,0.42841,0.001536,22.227
148.66,0.45384,0.28765,35.755
170.64,0.4524,-0.23805,62.708
160.44,0.45427,-0.072769,40.716
159.68,0.45316,0.23904,17.24
179.37,0.42909,0.013342,13.172
159.51,0.4271,-0.19499,26.312
158.23,0.41885,-0.14916,19.815
137.1,0.454,0.30084,49.755
142.32,0.45422,-0.10055,57.736
139.96,0.45362,-0.20332,49.738
170.33,0.45367,-0.25263,29.918
160.58,0.40275,-0.3786,15.151
154.55,0.41454,0.038063,24.489
159.01,0.44131,0.1089,58.208
153.77,0.43022,-0.19041,37.695
154.73,0.45419,-0.15499,48.825
161.29,0.45444,-0.16471,93.003
144.09,0.45472,-0.15291,37.511
150.73,0.45349,0.2957,44.325
142.43,0.45246,-0.066103,32.415
149.68,0.4341,0.13251,15.968
159.81,0.44262,0.02973,34.531
158.28,0.42118,0.40542,23.858
171.41,0.38142,-0.59555,19.172
170.44,0.38038,-0.40388,31.189
130.89,0.38745,0.066952,25.397
147.77,0.45466,-0.082354,80.519
150.53,0.45472,-0.021937,75.447
148.53,0.45375,-0.056659,11.066
150.79,0.42704,0.005146,18.709
143.26,0.41364,0.003757,31.082
123.87,0.41972,-0.13305,28.683
139.4,0.4192,-0.48444,54.923
154.46,0.41035,-0.61221,30.742
165.95,0.41032,-0.41152,38.033
165.05,0.44804,0.13751,87.694
155.95,0.45412,0.15417,54.641
163.27,0.45466,0.075007,36.311
141.12,0.40012,0.025701,19.145
136.13,0.41683,0.13612,38.008
145.73,0.45389,-0.2236,79.192
143.24,0.45379,0.1132,23.313
135.75,0.45458,-0.23819,33.331
131.98,0.45462,0.15001,47.388
136.12,0.45417,-0.001382,22.165
149.02,0.42398,0.32084,9.5892
157.56,0.39268,0.19653,9.6572
161.89,0.43002,-0.25444,56.325
169.08,0.43182,-0.037771,22.881
150.02,0.45437,-0.091938,70.307
162.6,0.44309,0.033756,39.989
161.05,0.44435,0.019173,29.07
153.26,0.45306,-0.14055,72.5
148.81,0.45184,0.046256,19.024
133.03,0.45385,-0.080133,34.907
135.15,0.45143,-0.36694,20.429
138.85,0.45059,-0.16833,21.392
162.56,0.45372,-0.1961,43.418
165.05,0.44471,0.05459,10.721
181.34,0.45425,0.003617,41.334
162.19,0.45332,0.070284,45.34
148.07,0.4543,-0.008883,42.846
169.59,0.45338,-0.15819,75.333
163.71,0.45448,0.10223,61.618
156.96,0.45391,0.16751,48.439
165.05,0.45381,-0.67069,26.282
162.7,0.44055,0.12792,20.725
141.22,0.43996,-0.48388,30.807
130.91,0.43817,-0.71027,14.694
164.01,0.42905,-0.16305,35.788
161.8,0.45348,-0.36236,86.707
162.25,0.4539,0.26167,51.607
163.87,0.45247,-0.12166,15.492
179.72,0.45446,0.099172,44.508
155.93,0.45453,0.049866,43.646
164.68,0.45453,0.035283,61.512
171.44,0.45446,0.075561,40.053
148.37,0.4545,-0.16263,47.244
146.38,0.45212,0.23598,25.554
130.88,0.45433,0.17417,52.808
137.79,0.45363,0.14778,28.813
165.34,0.45389,0.39501,16.439
166.31,0.43207,0.1457,32.7
165.06,0.39129,0.31973,22.063
167.75,0.41184,0.83639,46.827
148.07,0.43746,0.70723,49.387
156.19,0.45465,0.15792,57.034
147.16,0.45437,-0.30666,31.721
153.13,0.45418,0.083616,38.641
151.58,0.45048,0.045421,24.623
148.15,0.44593,0.044032,18.488
139.73,0.43396,0.58223,25.914
150.35,0.441,-0.044162,38.397
149.13,0.44213,0.10306,13.058
162.47,0.41802,0.50375,20.275
180.82,0.40092,0.50278,43.197
162.78,0.40505,0.39445,44.018
152.96,0.42262,-0.034718,81.533
160.91,0.44831,0.46598,54.259
172.71,0.44542,0.22639,18.764
157.66,0.45154,0.091671,40.224
155.46,0.45415,0.45348,18.755
142.04,0.45396,0.027087,65.024
144.17,0.43523,0.19028,27.801
138.95,0.41954,0.36389,13.693
167.69,0.40287,0.61112,28.97
169.49,0.39268,0.48681,7.9866
165.9,0.4246,0.18584,11.941
182.62,0.41237,0.3025,58.907
146.93,0.44383,0.023337,45.561
151.11,0.43429,-0.12597,29.191
158.23,0.44431,0.20945,40.547
182.92,0.45393,-0.12527,28.504
154.65,0.45331,-0.013469,55.239
149.62,0.45225,0.035142,16.192
135.7,0.44007,0.19834,20.935
135.76,0.43534,0.37195,39.474
148.69,0.44473,0.26917,44.809
169.92,0.4441,0.24486,14.856
165.8,0.40828,-0.031108,13.245
147.24,0.42392,0.11056,44.829
161.62,0.42323,0.45639,11.3
145.93,0.44953,0.28209,28.048
169.61,0.45316,0.8675,39.37
