max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
200.95,0.30871,-0.094878,42.058
105.01,0.26547,0.1829,2.6078
181.12,0.34592,0.64957,44.078
157.93,0.34642,-0.97821,10.254
135.95,0.3085,-0.012933,8.3027
171.02,0.21214,-0.071961,4.5599
168.73,0.29002,-0.089322,22.841
186.53,0.32762,-0.008767,18.44
82.151,0.23982,-1.0303,0.01241
83.326,0.23024,-1.0782,3.6073
108.16,0.22504,-0.58932,1.3134
136.95,0.21839,-0.81502,9.3676
166.47,0.22972,-2.3729,8.5934
184.87,0.29448,0.78472,49.601
195.53,0.29351,0.26528,11.413
185.39,0.35788,-0.095836,60.026
172.87,0.38148,-1.1264,35.254
164.28,0.38349,-0.90417,28.497
141.04,0.35071,-1.3889,5.2462
104.14,0.30823,-1.8181,1.4496
84.942,0.28793,-1.4563,0.45175
87.51,0.2666,-0.57917,0.000842
106.78,0.24794,-0.19028,2.374
134.8,0.23975,-1.491,10.9
169.9,0.26497,-1.7489,29.729
171.26,0.26715,0.058762,26.818
190.28,0.26603,1.5893,10.31
201.18,0.30044,0.65321,26.196
191.17,0.32313,0.64765,58.518
172.65,0.31588,0.99487,5.6801
137.71,0.27415,0.53515,20.828
101.53,0.26394,-0.41902,2.88
81.383,0.24205,0.56779,6.8595
84.271,0.23621,0.019873,1.9161
107.41,0.227,-0.041238,1.2279
139.0,0.21773,-1.0919,1.0459
155.72,0.23964,-0.59983,23.467
182.23,0.2455,1.6828,21.24
197.35,0.29681,0.23836,57.903
190.64,0.23979,2.2772,9.9191
189.75,0.26213,1.3217,20.42
157.34,0.25896,1.2689,27.951
134.04,0.25687,1.2092,8.6766
103.28,0.25201,1.23,22.936
83.009,0.23166,1.4418,1.029
85.346,0.23638,0.69392,13.127
107.61,0.22872,-1.2922,2.4597
135.47,0.21962,1.1321,0.0
159.24,0.24637,0.44921,44.903
172.92,0.30002,-1.5182,27.994
