max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
0.48976,0.39069,-0.036226,0.9549
83.608,0.39098,4.8686,4.7555
6.5245,0.39069,5.6561,1.2904
35.032,0.39093,0.25683,7.029
54.506,0.39098,1.2221,4.5549
11.545,0.3892,-0.89386,2.751
1.8772,0.38933,-0.39734,5.2196
2.4314,0.38936,-0.25914,2.4565
130.19,0.39147,0.59086,4.7688
118.66,0.38881,-0.096642,18.971
118.51,0.38946,3.6624,23.66
55.499,0.3892,-1.2668,9.2611
15.382,0.38127,4.0048,9.265
0.43485,0.38505,3.0513,6.8895
0.49738,0.38504,1.7145,7.7585
4.956,0.38936,8.1374,0.98732
8.2196,0.38936,3.8798,3.7302
42.209,0.39056,4.5555,3.5369
68.859,0.39056,-3.1542,3.5374
89.555,0.39056,2.4173,6.4852
135.36,0.39079,0.96452,15.26
127.32,0.38979,0.15202,30.18
117.1,0.3583,2.236,4.5425
54.859,0.34778,1.1819,10.73
8.6451,0.39119,2.4785,12.537
1.2503,0.39116,-4.75,6.3991
1.2503,0.39116,-3.5118,5.2692
0.69006,0.38504,-3.8889,0.82224
8.6223,0.38504,-0.57154,4.9298
40.418,0.38504,-2.0708,2.3385
69.238,0.38504,-2.6306,1.5222
91.724,0.38504,0.91596,9.8772
143.07,0.38504,-0.88682,9.2611
143.39,0.38504,0.25068,14.765
108.94,0.38745,0.23471,24.1
56.463,0.39075,-0.86945,28.653
0.59576,0.39082,2.0271,13.608
0.57928,0.39083,4.2237,1.8325
2.2411,0.39083,-0.53815,3.4013
3.7709,0.39116,1.0098,4.1747
9.6417,0.39116,-2.7979,4.2173
33.05,0.39116,-0.87218,2.6915
67.367,0.39116,-0.9819,4.9317
88.043,0.39226,-3.6854,8.3135
141.14,0.39381,0.86185,4.7056
135.47,0.38652,-0.62565,2.3621
104.7,0.34482,0.45838,6.6451
49.302,0.38035,2.8042,20.854
11.411,0.38998,2.3258,6.2458
0.041165,0.39011,0.87232,4.6959
0.032722,0.39011,-3.3145,0.9826
0.62612,0.39083,-2.4416,5.9021
9.5149,0.39117,3.4258,2.8769
32.116,0.39152,0.92648,3.3342
42.54,0.39152,3.4918,8.9966
108.49,0.39248,2.4383,2.3676
144.09,0.39277,1.7605,7.2742
126.14,0.39091,1.598,10.972
112.02,0.38894,0.23204,14.943
46.436,0.38959,-1.7221,18.706
15.425,0.39131,1.6245,9.4534
0.96979,0.39134,-0.40402,2.5168
0.40108,0.39134,3.5842,2.5685
1.0387,0.39011,2.1321,1.3133
10.129,0.3901,-2.0255,4.407
40.078,0.3901,-2.7999,9.0743
61.248,0.3901,-2.7596,4.0639
86.781,0.39088,3.762,3.8553
136.46,0.39132,2.4092,2.7824
113.92,0.38985,0.29667,24.525
109.96,0.38976,-0.069298,34.316
53.668,0.39113,1.4015,19.671
10.709,0.38981,-4.1519,5.4448
0.56289,0.38999,-5.3804,7.7522
3.3918,0.39002,-0.34216,8.308
2.0,0.39134,-0.36925,3.8225
9.1038,0.39134,1.8231,2.363
40.083,0.39134,-0.77619,1.3358
43.273,0.39134,-0.38591,3.9732
80.913,0.39228,2.1106,13.061
144.77,0.39213,-1.5922,18.385
139.04,0.38998,-0.67966,2.6888
108.94,0.38488,-1.4706,33.078
39.642,0.38915,-1.3248,8.0163
14.267,0.38968,-0.70322,6.1313
1.2072,0.38991,0.31831,5.9226
1.6718,0.39013,6.8565,7.0596
4.8233,0.39002,0.85442,2.8279
11.197,0.39057,2.1468,2.5687
41.442,0.39067,1.0725,5.6974
71.308,0.39054,-0.16225,7.1006
70.244,0.39003,-2.9157,0.81063
135.69,0.39031,-2.8185,11.28
140.34,0.39098,-0.756,15.917
100.06,0.38978,-2.072,17.295
60.964,0.38942,2.1239,11.048
14.783,0.38942,1.7954,14.583
2.8748,0.38955,-1.958,4.3278
0.89397,0.38961,-2.2198,3.3151
0.5509,0.39013,-1.9219,0.82467
4.5758,0.39013,-1.0046,1.5252
38.586,0.39013,1.8461,3.3417
68.299,0.39013,2.3614,6.1756
88.906,0.39013,-0.94206,3.6987
147.42,0.39073,0.58016,14.229
142.16,0.38711,0.86766,13.821
100.72,0.38473,1.5267,10.929
72.163,0.38828,1.7225,17.559
8.0515,0.37963,-1.5309,6.0092
0.019217,0.37967,-3.0594,3.4013
2.0131,0.37967,-2.7212,1.0086
0.89192,0.38961,-2.5233,4.2014
6.4128,0.38961,1.9191,1.5412
43.597,0.38961,-3.4552,0.93552
69.595,0.38961,2.0101,4.4625
74.945,0.38961,-1.8184,6.2586
144.24,0.39008,0.17883,9.5997
145.75,0.38919,0.91633,22.842
124.05,0.38326,0.62536,11.204
75.084,0.37487,-0.45381,5.1641
10.319,0.38671,-1.5072,6.4337
0.23803,0.38701,-2.4357,7.0938
0.67006,0.3873,-4.9475,10.115
1.1826,0.37967,-1.8746,6.7375
10.532,0.37967,-5.1572,6.7147
40.513,0.37967,4.5685,7.9563
64.809,0.37967,-0.34126,3.6094
67.226,0.38476,0.080268,8.5655
138.36,0.38742,-0.77251,8.07
136.69,0.38721,-0.48501,22.645
99.472,0.38623,-1.501,8.8628
49.043,0.38628,-0.45515,12.223
8.4538,0.37119,-0.88357,3.201
0.22144,0.37119,-1.537,4.414
3.4085,0.37145,-2.4238,5.4704
1.322,0.3873,-3.6259,1.4541
2.5803,0.38731,1.1914,1.8157
43.16,0.38733,-1.7829,3.977
67.671,0.38733,1.1574,5.1965
89.768,0.38733,0.12893,5.7466
141.21,0.38744,1.8512,11.393
130.76,0.3848,0.86365,13.773
123.82,0.3504,1.3727,11.853
47.289,0.36577,-1.7815,11.835
1.1046,0.38625,-0.6349,6.1865
1.8285,0.38625,-1.6134,7.355
0.8351,0.38625,-0.025183,5.5518
1.1343,0.37145,0.34773,4.4976
3.7328,0.37145,-0.3849,5.677
37.19,0.37145,2.4908,4.4077
67.324,0.37145,-1.9439,7.2282
78.43,0.38254,-0.9724,9.5639
115.57,0.38671,-3.7502,1.8149
129.21,0.38054,-2.7877,3.8975
116.98,0.35694,-0.57865,23.969
50.833,0.38569,-2.1328,12.707
7.2601,0.38044,-0.91124,3.6306
0.99928,0.38044,-3.4397,5.0101
2.5458,0.38043,-1.5765,5.0093
3.1113,0.38625,2.2714,3.6927
7.5677,0.38625,-1.8112,5.2027
24.533,0.38625,1.2895,5.5912
68.617,0.38625,-1.9203,5.23
69.646,0.38772,3.2263,6.8728
131.4,0.38973,2.1735,5.7666
137.38,0.38432,1.986,16.086
109.7,0.37634,0.070008,13.202
52.59,0.37687,-1.7092,2.5184
17.272,0.33582,3.1124,2.4821
0.1076,0.34072,2.2839,4.773
0.60182,0.34088,3.5471,4.2325
0.0,0.38043,-3.8049,0.28058
6.9732,0.38043,-3.4126,1.2277
38.682,0.38043,1.1381,2.3589
75.754,0.38043,-1.5466,4.0656
103.8,0.38043,1.9499,2.675
133.84,0.38043,2.8471,0.96502
144.53,0.37107,1.0346,13.508
95.842,0.33275,-0.68133,10.288
73.937,0.33147,0.36451,6.2666
9.6854,0.38355,0.78609,19.169
1.0235,0.38355,-1.7424,1.5074
4.8485,0.38355,-1.4792,2.7052
1.7517,0.34088,2.6687,3.0534
1.4332,0.34088,-0.11391,0.46406
33.632,0.34088,1.1868,3.8333
57.684,0.34088,3.9271,1.0484
91.168,0.34088,-6.6264,1.402
139.94,0.34633,2.4458,11.313
123.4,0.36637,-1.3417,19.911
105.23,0.38113,1.2173,21.899
62.331,0.38241,-2.0618,10.918
7.1866,0.37565,-0.36525,3.5904
0.20443,0.37586,1.9313,1.2019
0.7491,0.37586,0.69447,0.48065
0.35985,0.38355,-2.0576,0.9896
6.6728,0.38355,2.4347,6.675
40.24,0.38355,-0.31456,0.51153
73.399,0.38355,-0.024279,3.3502
107.56,0.38355,-0.15275,5.2517
146.65,0.38408,2.4945,17.969
146.78,0.38018,2.882,15.296
107.03,0.37905,0.116,9.243
53.273,0.3791,2.7368,22.805
12.699,0.28568,-1.8916,11.125
0.027682,0.28609,2.3549,0.94582
1.7073,0.28609,1.7431,2.8135
1.2467,0.37586,-0.83395,1.4936
5.171,0.37586,-0.94159,2.413
41.436,0.37586,-0.79089,0.94404
75.805,0.37586,1.3244,1.032
90.941,0.37586,0.44591,6.0484
142.7,0.37551,1.4681,5.9229
130.68,0.34678,1.2306,5.6422
109.99,0.29845,-0.010338,2.6169
56.454,0.27537,-0.63951,2.5834
11.292,0.35723,3.8571,2.0627
0.29408,0.35755,6.9536,4.4133
0.86895,0.35757,2.1418,2.9502
0.0,0.28609,-4.9603,0.25788
8.659,0.28609,-0.067925,2.4839
40.049,0.28609,0.10777,1.023
63.865,0.28609,2.048,1.2888
67.282,0.28655,2.1696,4.2935
137.18,0.31516,2.3668,12.843
140.95,0.31674,1.4793,10.889
112.65,0.31982,1.9633,11.616
51.192,0.3518,2.3592,15.857
13.327,0.3735,-0.66926,3.1452
0.30587,0.37351,3.1773,1.3276
3.6952,0.37353,2.3155,2.58
2.4822,0.35757,0.76338,2.2105
7.3058,0.35757,4.6557,3.3219
26.891,0.35757,4.7314,3.5057
54.326,0.35757,4.4467,4.2456
67.578,0.35757,0.99324,7.1595
146.56,0.367,0.14046,24.761
140.42,0.36584,-0.19704,28.073
121.27,0.36366,-0.16301,13.508
58.626,0.37092,0.35782,9.2526
8.8464,0.37973,-0.9206,5.5469
0.89067,0.38006,-0.47407,6.91
0.86069,0.38006,-1.8859,2.4304
0.012455,0.37353,0.81204,0.65168
14.372,0.37353,2.2294,1.6018
32.123,0.37353,2.5051,2.026
65.07,0.37353,-1.5296,2.0065
85.158,0.37353,0.6169,3.7747
131.36,0.37854,-2.3109,0.71893
148.83,0.37854,1.1516,16.663
116.87,0.37622,0.96065,13.238
58.682,0.37948,-1.1935,20.466
19.301,0.36856,0.52806,7.8252
0.18312,0.37237,0.64959,5.8744
0.83798,0.37237,5.2128,5.239
3.3394,0.38007,0.6607,4.6671
6.5498,0.38008,0.35306,1.0034
36.817,0.38011,4.2288,2.9605
67.037,0.38011,0.16904,1.0847
84.057,0.38081,2.0406,5.5039
129.99,0.38131,0.68779,5.8631
133.5,0.37011,1.2003,3.3388
89.965,0.35262,-0.39069,15.562
77.571,0.34597,1.7551,2.301
6.6522,0.37631,0.22673,2.6177
0.22424,0.37626,0.32326,2.6112
0.88041,0.37626,3.5615,9.402
1.2516,0.37237,0.28437,2.4358
6.3767,0.37237,-3.2233,4.0631
33.792,0.37237,-2.2226,1.5131
68.596,0.37237,-2.4573,3.9838
88.306,0.37237,-1.5108,2.0136
127.1,0.37555,-1.4635,5.0655
139.07,0.3744,-0.65105,12.446
97.625,0.37477,0.55798,9.1669
53.572,0.37548,-0.046189,7.1376
16.814,0.35252,1.3504,3.233
0.40435,0.35881,2.5969,5.4207
1.5636,0.35896,0.81011,3.3535
2.2503,0.37626,4.808,5.4318
3.6491,0.37626,-4.8996,6.351
38.458,0.37626,-1.5239,6.175
68.052,0.37626,-0.83364,1.681
79.66,0.37824,2.2129,6.3217
116.5,0.37906,-1.0399,5.518
132.75,0.36721,0.42261,6.8145
120.61,0.33287,0.53164,5.1835
64.063,0.34597,0.32747,30.703
7.4342,0.34892,-1.1009,7.2748
1.2739,0.35138,-1.6294,4.6669
0.74954,0.35138,-3.9662,1.2043
0.31392,0.35896,-6.5183,0.67789
9.968,0.35896,-0.60095,2.7245
38.429,0.35896,-3.6503,3.6965
76.913,0.35896,-3.61,0.000253
93.809,0.35896,-5.1634,3.5442
109.59,0.36316,-2.5662,8.4679
130.39,0.36275,-1.2287,4.8557
116.25,0.31733,-1.5697,4.4353
61.702,0.34129,-0.67386,26.34
5.702,0.38087,0.94772,6.2714
0.10321,0.38087,2.2942,5.9133
1.4827,0.38087,1.8574,3.6586
1.8667,0.35138,-0.56964,3.76
9.6102,0.35138,-0.80228,2.6191
37.323,0.35138,-0.67659,10.361
63.447,0.35138,2.7637,12.397
97.873,0.35256,-0.31478,11.811
114.69,0.35682,0.10744,3.3612
131.19,0.3752,0.46994,15.449
110.88,0.379,0.003968,19.407
62.621,0.38057,0.1748,14.652
17.988,0.36234,-0.87862,9.2437
0.0,0.3627,-1.3821,9.0661
1.9463,0.36386,2.9811,7.1167
0.36288,0.38087,3.554,2.9634
9.6601,0.38087,0.69638,2.1501
38.337,0.38091,1.8721,1.0177
47.73,0.3832,3.0374,14.139
106.43,0.38347,1.1589,5.4426
136.91,0.38513,0.3561,3.4619
134.35,0.38313,-0.9314,8.4739
124.24,0.38001,-0.29737,2.6315
55.084,0.35296,0.87346,4.5326
10.615,0.38793,0.94504,5.1732
0.002001,0.38793,-2.1084,1.5005
0.87494,0.38793,-1.8202,2.6378
3.3096,0.36386,1.3777,2.0647
10.597,0.36386,0.095045,2.3246
25.027,0.36386,-2.0293,2.1998
71.723,0.38029,0.86102,6.8913
87.915,0.38307,-0.86746,9.4157
119.44,0.38314,-1.2952,6.0597
135.68,0.38314,0.61727,7.6125
91.398,0.38365,-1.2487,19.846
50.897,0.38611,-1.8279,35.705
16.488,0.3918,1.3187,4.5679
0.80397,0.39186,1.3152,2.441
0.20802,0.3919,-4.6716,4.6311
1.2699,0.38793,-1.5737,2.9882
6.5829,0.38793,-2.5313,1.0012
