max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
142.68,0.36874,0.72338,15.26
132.17,0.38167,-0.014116,37.369
158.37,0.36498,0.18033,21.106
172.76,0.34924,0.2345,26.017
155.69,0.37222,0.85047,34.204
141.99,0.36107,0.27269,28.454
127.04,0.37327,-0.47314,35.252
131.56,0.37747,-0.16273,27.546
135.45,0.3747,-0.39745,6.4592
138.75,0.34756,-0.12175,9.3722
140.6,0.32794,-0.43912,14.305
138.14,0.32521,0.27894,17.659
145.98,0.3489,0.17732,19.881
140.41,0.34752,-0.14351,9.0959
149.58,0.3421,0.066902,24.028
138.16,0.36426,0.17801,5.6262
165.91,0.32836,-0.31504,17.75
157.73,0.36342,-0.010875,38.907
146.48,0.3831,-0.094903,44.226
136.87,0.39025,0.11551,33.599
136.59,0.37178,0.05718,13.566
125.51,0.34941,-0.39213,10.126
133.99,0.34649,-0.034487,17.447
144.13,0.35346,0.058569,20.286
141.92,0.37847,-0.21805,34.225
127.14,0.38773,-0.26389,31.258
160.03,0.3969,0.096532,30.944
149.77,0.35092,0.60764,19.593
168.59,0.35395,-0.43541,29.112
167.69,0.35369,0.39375,24.414
140.75,0.36536,0.034726,39.303
130.82,0.38453,-0.10486,24.578
132.71,0.38879,0.26181,21.552
129.76,0.37652,0.1625,25.636
134.43,0.36059,0.095143,16.804
141.08,0.3463,0.3882,19.888
140.2,0.37865,0.21158,41.434
121.87,0.38639,0.29074,34.386
139.82,0.38047,-0.92384,14.786
164.17,0.38898,0.23727,9.3692
168.17,0.35439,0.64422,6.0889
162.69,0.32109,0.67338,8.0128
159.23,0.33466,0.23936,21.635
146.34,0.35306,0.42477,23.846
131.83,0.34503,0.26644,15.369
131.28,0.33382,0.64213,14.881
124.7,0.33399,0.24977,19.097
135.62,0.35564,-0.057172,33.743
151.1,0.29175,0.091207,22.118
129.18,0.32339,-0.50463,29.809
147.65,0.33249,-0.04421,23.177
138.91,0.36596,-0.9081,20.796
170.72,0.36589,-0.15115,38.684
159.0,0.33693,0.053013,24.889
158.71,0.3649,-0.50602,36.007
154.09,0.36743,0.029401,26.304
141.27,0.36561,0.046068,11.991
135.31,0.34051,-0.27824,12.856
134.73,0.31802,-0.2206,6.5784
146.3,0.30416,0.14746,9.6826
137.9,0.32725,0.020836,23.481
150.21,0.35868,-0.024997,37.395
144.48,0.35919,-0.28958,29.856
149.39,0.31436,0.94653,12.731
169.88,0.313,-1.1715,24.188
167.93,0.34028,-0.66736,27.626
147.98,0.37516,-0.95139,45.922
142.16,0.37028,-0.41597,13.425
124.35,0.35433,-0.3743,3.5293
127.99,0.33548,0.001392,35.94
145.32,0.3224,-0.11597,6.1502
141.94,0.31175,-0.24791,21.483
144.8,0.37434,0.37547,46.356
127.5,0.38512,-0.045368,18.584
134.83,0.38947,-0.23495,17.552
144.5,0.34889,0.35116,21.816
165.18,0.34885,-0.2919,26.807
143.89,0.35192,-0.38773,24.381
151.04,0.38951,-0.22176,43.433
143.4,0.38971,0.08866,23.812
131.87,0.37251,-0.39467,10.306
132.95,0.34339,-0.39398,23.212
151.97,0.33858,0.31366,33.526
