max_5consec_Ix5dayRN_ERA,max_5consec_Sx5daySM_GLEAM,T_CRU_Residuals,monthly_Rx1day_P_CPCU
34.507,0.19941,1.5728,5.3497
219.52,0.20505,2.0089,9.1717
78.559,0.1996,-2.1098,4.7866
128.72,0.20159,-0.12647,3.6426
200.62,0.20951,1.368,6.913
73.821,0.18176,-2.2563,5.0085
27.498,0.18676,-0.27717,5.9306
13.648,0.18806,-4.8723,4.1288
216.94,0.18659,-1.0779,12.836
214.97,0.18294,0.69992,35.084
161.97,0.16868,1.9763,5.8723
121.78,0.18138,-1.6674,37.019
80.955,0.19687,-1.023,9.667
32.815,0.19868,3.1562,5.4635
11.346,0.19915,2.811,5.6574
29.628,0.18806,1.5312,2.6161
60.306,0.19297,5.6985,4.3899
115.9,0.19746,3.8819,1.5031
180.25,0.20335,-0.32369,13.008
223.92,0.2065,-0.63272,17.836
222.78,0.2021,-0.19452,13.002
231.38,0.19691,2.0083,5.5943
191.38,0.18016,1.5596,14.887
128.0,0.19654,-0.90911,43.701
61.451,0.27177,2.2353,52.035
30.27,0.28326,0.039511,38.563
14.297,0.29443,1.9444,16.724
30.757,0.19971,-5.5855,14.534
76.258,0.19969,-1.2181,5.5699
108.63,0.21079,0.19021,13.886
182.97,0.25308,-3.1154,25.57
227.69,0.25203,3.4006,8.6256
213.77,0.23111,-1.9862,9.5528
202.6,0.24175,-0.033406,52.264
182.12,0.22994,-2.157,17.874
117.82,0.24581,0.32423,40.71
68.07,0.24383,1.4687,25.616
33.854,0.26054,1.7978,21.085
13.841,0.26482,-5.3723,13.061
23.947,0.29725,1.7978,7.9179
55.533,0.29714,1.9152,10.57
130.74,0.29745,0.24854,23.808
175.69,0.31301,-0.50701,26.546
219.48,0.31208,-2.816,22.246
223.98,0.29339,1.6972,3.8223
212.31,0.25487,2.0499,29.02
182.32,0.2344,2.8763,7.1609
141.73,0.22827,2.3076,17.757
89.271,0.264,2.802,27.354
25.151,0.27211,1.6312,8.5413
10.108,0.28431,-0.93895,22.99
30.504,0.26481,-2.5938,6.0073
70.693,0.26797,6.9485,5.5152
131.78,0.27445,-3.1931,24.14
189.0,0.28507,4.7263,28.389
225.28,0.27991,-1.3827,8.513
